1.000000000000000000e+00,1.480255842955449930e-01,4.538814094707132457e-02,2.394078045118463657e-02,1.923213721505634757e-03,-9.618064980888586454e-03,-4.727076555997567625e-03,4.131645464762558062e-03,2.079501678185392485e-03
1.500000000000000000e+00,1.530383764433169980e-01,2.555841941011496258e-03,1.212092419365765061e-02,5.658186089066454677e-03,-8.029720122979687805e-03,-7.225469985679789514e-03,2.579538524196249918e-03,2.264061257066593644e-03
2.000000000000000000e+00,1.500511685910889959e-01,-2.726561801749115624e-02,-3.003222849321654508e-03,9.619684896650704947e-03,-6.556049775655248789e-03,-8.452806509339846550e-03,-3.601042497490634237e-04,1.321646136476928171e-03
2.500000000000000000e+00,1.590639607388620036e-01,-7.041399620298595396e-02,1.258813590622321482e-02,2.145176246359135550e-02,1.420521714825718042e-03,-6.587031673081272277e-03,-5.786593511724050969e-04,1.767662784890350336e-03
3.000000000000000000e+00,1.490767528866339953e-01,-9.966269291050432189e-02,1.250867537298621691e-02,1.425784766977012015e-02,4.507247550001112178e-03,-4.946211764860838564e-03,-1.756862290433100189e-03,1.743351657174416582e-04
3.500000000000000000e+00,1.600895450344060056e-01,-1.227882955009733240e-01,-2.282357166147425120e-02,1.632069488138215146e-02,4.436092015340209124e-03,-4.751824710898921306e-03,-1.054783110485278371e-03,-8.180989429529810647e-04
4.000000000000000000e+00,1.631023371821790080e-01,-5.874750491537483049e-02,-6.452961373384991095e-02,9.657708031092483714e-03,7.461460909875396001e-03,-4.159726992631370204e-03,5.430274363336333584e-04,-7.762026270446510451e-04
4.500000000000000000e+00,1.641151293299510094e-01,2.010241553664034522e-02,-7.374520470152540197e-02,6.684334405553516009e-04,4.397273840656080492e-03,-5.030661194304536510e-03,7.156818420701230700e-04,-2.154247133741909234e-03
5.000000000000000000e+00,1.621279214777230082e-01,7.344449176554967984e-02,-7.459677313887187744e-02,-2.823347435628422580e-03,3.977848217254705519e-03,-7.516540584050154968e-03,1.693778918204697989e-03,-1.690715307138682512e-03
5.500000000000000000e+00,1.731407136254959900e-01,1.141548276785588206e-01,-9.191518120671378356e-02,-1.263435591427818951e-02,-2.565344568179221338e-03,-5.547652151160144436e-03,1.697431739601102914e-03,-2.670084982109210883e-03
6.000000000000000000e+00,1.881535057732680039e-01,1.230400687814983129e-01,-8.482484815888807761e-02,-6.357644584549197210e-03,-5.254795370734831328e-03,-6.898577560502913535e-03,2.120074116605897684e-03,-3.038105945470324139e-03
6.500000000000000000e+00,1.911662979210400071e-01,1.580260243091584083e-01,-6.151179510473461093e-02,-7.221320032416904920e-03,-5.596471620103766510e-03,-5.905559224826638538e-03,1.076798466841967982e-03,-2.589407108350779037e-03
7.000000000000000000e+00,1.851790900688130015e-01,1.027541944329562473e-01,-2.176301533691027412e-02,-4.006824213888792070e-03,-8.666312749408338137e-03,-5.338545979524530159e-03,-1.354851871344888619e-03,-2.339145948222208591e-03
7.500000000000000000e+00,1.831918822165850003e-01,1.345752008217921715e-02,1.372187963232873037e-02,-4.418614250148974847e-03,-3.332915266144004934e-03,-2.299236191539654871e-03,-1.613407010883662106e-03,-9.936006505542693910e-04
8.000000000000000000e+00,1.722046743643569910e-01,-5.172448004638913188e-02,-1.278067235373601777e-02,1.967124900678550187e-03,-5.319350280558268924e-03,-1.353268048413771608e-03,-4.060218891740203367e-04,-3.962427003270591400e-04
8.500000000000000000e+00,1.562174665121300043e-01,-1.076814894273561279e-01,3.503869296585498949e-03,9.530550997133667782e-03,-3.753925281070657604e-03,-5.258208997678954534e-03,-1.178915508395683405e-03,-5.043636173348531272e-04
9.000000000000000000e+00,1.522302586599020013e-01,-1.376113148039544432e-01,4.836465289900563486e-02,7.735183058621826653e-03,-2.997124316854664784e-03,-4.563812718834048265e-03,-1.095663411046907641e-03,1.918080458029150157e-03
