0,0.401,-0.190875954327592,-0.240146290248471,-0.665726655431297,-1.10242421683098,-1.54744084800817,-0.511598963067815,-0.308025044745639,-0.515129336240366,-0.369211590016463,-0.619239638679301,-0.966011457621768,-1.33868645781006,-0.153883927548972,-0.350585086134732,-0.550969189769489,-0.131653138777237,-0.764433989169726,0.306988646708035,0.883564451244523,-1.15373668597544,-0.668150793174279,-0.388533899227163,-1.06048757691543,-0.591840143093757,-0.916277799251445
0.5,0.397051763372752,-0.410779127516062,-0.240146290248471,-0.665726655431297,-0.541465449839005,-1.13657039384072,-0.511598963067815,0.312576119953436,-0.764755880260702,0.778704602798995,-0.742422379614114,-0.966011457621768,-0.973590151134589,-0.282120533839782,-0.350585086134732,-0.26935958600282,-0.260220657114383,0.16338440018204,0.682280390849886,0.594250616521366,-0.738773245389621,-0.668150793174279,-0.570375037711015,-0.996254531675251,-0.591840143093757,-0.88618459775212
1,0.401103526745505,-0.190875954327593,-0.240146290248471,-0.665726655431297,-0.204890189643818,-0.828417553215128,-0.511598963067815,0.312576119953435,-0.435248842153858,0.465636550212961,-0.816332024175001,-0.591648871105985,-0.754532367129307,-0.051294642516324,-0.350585086134732,-0.26935958600282,-0.33736116811667,-0.022179277688313,0.457105344364775,0.420662315687471,-0.655780557272457,-0.298154968619995,-0.679479720801326,-0.957714704531141,-0.591840143093757,-0.651457626057386
1.5,0.401155290118257,-0.044273838868613,-0.240146290248471,-0.426600701612584,-0.190866220469019,-0.982493973527924,-0.511598963067815,0.105709065053743,-0.415278718632231,0.883060620327673,-0.865605120548926,-0.342073813428797,-0.608493844459118,0.102589285032648,0.109500328740243,-0.410164387886155,-0.388788175451528,-0.145888396268549,0.682280390849886,0.883564451244523,-0.738773245389621,-0.051491085583806,-0.752216176194867,-0.739322350714516,-0.591840143093757,-0.555159381259546
2,0.391207053491009,-0.044273838868613,-0.240146290248471,-0.426600701612584,0.370092546522959,-0.57162351936047,-0.182384701119414,0.416009647403281,-0.415278718632231,0.883060620327673,-0.865605120548926,-0.342073813428797,-0.486795075567295,0.359062497614268,0.109500328740243,-0.26935958600282,-0.388788175451528,0.119202572117669,1.05757213499174,0.883564451244523,-0.462130951665741,-0.051491085583806,-0.873443601850768,-0.418157124513596,-0.591840143093757,0.106891051725602
2.5,0.393258816863762,-0.190875954327592,-0.240146290248471,-0.187474747793871,0.510332238270954,-0.777058746444197,0.476043822777388,0.105709065053742,-0.6149799538485,1.09177265538503,-0.988787861483738,-0.186089402380554,-0.365096306675471,0.102589285032648,0.109500328740243,-0.128554784119485,-0.645923212125819,0.207566228246409,0.682280390849886,0.883564451244523,-0.323809804803801,0.25683876821143,-0.752216176194866,-0.418157124513596,-0.591840143093757,-0.073668157270347
3,0.400310580236514,-0.044273838868613,-0.240146290248471,-0.187474747793871,0.510332238270954,-0.468905905818607,0.476043822777388,0.312576119953434,-0.6149799538485,1.30048469044239,-0.988787861483738,-0.186089402380554,-0.243397537783647,0.359062497614268,0.109500328740243,-0.26935958600282,-0.645923212125819,0.295929884375149,1.05757213499174,0.304936781798208,-0.047167511079921,0.411003695109049,-0.873443601850767,-0.353924079273412,-0.036643010735636,0.468009469717501
3.5,0.412362343609266,-0.044273838868613,-0.240146290248471,-0.187474747793871,0.299972700648961,-0.674341132902334,0.476043822777388,0.105709065053743,-0.515129336240366,0.465636550212961,-0.988787861483738,0.125879419715932,-8.37293197738139E-16,0.615535710195887,0.569585743615219,-0.410164387886155,-0.131653138777238,0.030838915988931,0.682280390849886,0.304936781798208,-0.185488657941861,0.565168622006667,-0.873443601850767,-0.225457988793045,0.518554121622485,0.5883822757148
4,0.402414106982019,-0.044273838868613,-0.240146290248471,0.290777159843555,0.229852854774964,-0.777058746444197,0.805258084725789,-0.101157989845949,-0.814681189064769,0.465636550212961,-0.742422379614113,-0.186089402380554,-0.121698768891824,0.359062497614268,0.569585743615219,-0.55096918976949,-0.131653138777238,0.11920257211767,0.682280390849886,0.304936781798208,-0.047167511079921,0.565168622006667,-0.267306473571262,-0.353924079273412,0.518554121622485,0.468009469717501
4.5,0.412465870354771,-0.044273838868613,-0.240146290248471,0.290777159843555,0.159733008900966,-0.520264712589539,0.805258084725789,0.002275537603897,-0.914531806672903,-0.160499554959107,-0.619239638679301,-0.49805822447704,-0.243397537783648,0.615535710195888,0.109500328740243,-0.26935958600282,-0.131653138777238,0.20756622824641,0.682280390849886,-0.273690887648106,0.091153635782019,0.411003695109049,-0.146079047915361,-0.16122494355286,0.518554121622485,0.407823066718851
5,0.402517633727523,0.248930392049346,-0.240146290248471,0.529903113662268,0.019493317152971,-0.520264712589539,0.805258084725789,0.002275537603897,-0.714830571456634,-0.160499554959107,-0.619239638679301,0.125879419715932,-0.121698768891824,0.359062497614268,0.109500328740243,-0.26935958600282,-0.131653138777238,0.11920257211767,0.306988646708035,-0.273690887648106,0.506117076367837,0.565168622006668,-0.02485162225946,-0.353924079273411,0.796152687801547,0.106891051725601
5.5,0.403569397100276,0.395532507508325,-0.240146290248471,0.290777159843555,0.440212392396955,-0.468905905818607,0.146829560828987,-0.101157989845949,-0.714830571456634,-0.369211590016463,-0.372874156809677,0.125879419715932,-0.243397537783648,0.359062497614268,0.109500328740243,-0.128554784119485,-0.131653138777238,0.38429354050389,0.306988646708035,-0.273690887648106,0.506117076367837,0.565168622006668,-0.02485162225946,-0.418157124513595,0.796152687801546,0.287450260721551
6,0.410621160473028,0.248930392049345,-0.240146290248471,0.290777159843555,0.370092546522958,-0.725699939673266,0.146829560828987,-0.101157989845949,-0.714830571456634,-0.577923625073819,-0.372874156809677,0.125879419715932,-0.121698768891825,0.359062497614268,0.109500328740243,0.29385962153052,-0.131653138777238,0.207566228246411,-0.068303097433817,-0.273690887648106,0.367795929505897,0.411003695109049,0.217603229052342,-0.482390169753779,0.518554121622487,-0.374600172263596
6.5,0.406672923845781,0.248930392049345,-0.240146290248471,0.290777159843555,0.299972700648961,-0.622982326131402,0.146829560828987,-0.411458572195488,-0.714830571456634,-0.369211590016463,-0.249691415874865,-0.030104991332311,-0.486795075567294,0.359062497614268,-0.350585086134732,0.29385962153052,-0.131653138777238,0.030838915988931,-0.068303097433817,-0.273690887648106,0.644438223229777,0.256838768211431,0.460058080364144,-0.225457988793043,0.518554121622486,-0.434786575262246
7,0.401724687218533,-0.044273838868614,-0.240146290248471,-0.187474747793871,0.089613163026969,-0.828417553215129,-0.182384701119414,-0.411458572195488,-0.714830571456634,-0.369211590016463,-0.249691415874864,0.125879419715932,-0.608493844459118,0.615535710195888,-0.350585086134732,0.434664423413855,0.639751971245636,0.20756622824641,0.306988646708035,-0.273690887648106,0.367795929505898,-0.051491085583806,-0.146079047915361,-0.096991898312676,0.518554121622487,-0.434786575262246
