0,0.112,-0.684899861,-0.376532107,-1.157838091,-1.551534402,-0.715478661,-0.549480782,-0.239926235,-0.668405682,-0.547822095,-0.831754718,-0.229844087,-0.632881028,-0.634804303,-0.744305927,0.456605352,-1.337401121
0.5,0.111991359605111,-0.802237511,-0.376532107,-1.157838091,-1.265308648,-0.715478661,-0.549480782,-0.239926235,-0.668405682,-0.263858745,-0.831754718,0.109604023,-0.540164792,-0.634804303,-0.507968313,0.256339847,-1.246979158
1,0.112982719210222,-0.872640101,-0.376532107,-0.958497243,-1.246226931,-0.715478661,-0.549480782,-0.239926235,-0.392869159,0.042821673,-0.831754718,-0.048805095,-0.48453505,-0.634804303,-0.555235836,0.136180544,-1.048050838
1.5,0.115974078815333,-0.684899861,-0.376532107,-0.604113514,-1.106294341,-0.498140064,-0.549480782,-0.239926235,-0.438791913,-0.093480735,-0.831754718,0.298186307,-0.169299847,-0.634804303,-0.429189108,0.056074341,-0.734588031
2,0.114965438420443,-0.567562212,-0.376532107,-0.21650631,-0.979082894,-0.498140064,-0.549480782,-0.239926235,-0.438791913,0.133689945,-0.831754718,0.524485047,-0.169299847,-0.634804303,-0.429189108,0.456605352,-0.252337559
2.5,0.110956798025554,-0.684899861,-0.376532107,-0.105761394,-0.406631387,-0.498140064,-0.549480782,-0.239926235,-0.438791913,0.020104605,-0.659797985,0.59991796,-0.076583611,-0.860472381,-0.271630698,0.056074341,-0.252337559
3,0.109948157630665,-0.450224562,-0.376532107,0.115728437,-0.279419941,-0.280801467,-0.005709597,-0.239926235,-0.438791913,0.133689945,-0.487841252,0.524485047,0.108848861,-0.634804303,-0.271630698,0.056074341,-0.131774941
3.5,0.119939517235776,-0.215549262,0.044174158,0.115728437,-0.343025664,-0.280801467,0.266175995,-0.239926235,-0.438791913,-0.207066075,-0.315884519,0.524485047,0.479713806,-0.296302186,-0.271630698,0.456605352,-0.071493632
4,0.119930876840887,-0.098211613,0.044174158,-0.105761394,-0.215814218,-0.06346287,0.266175995,-0.239926235,-0.668405682,-0.207066075,-0.315884519,0.524485047,0.38699757,-0.296302186,-0.271630698,0.456605352,-0.011212323
4.5,0.115922236445998,-0.332886912,0.044174158,-0.437996141,-0.47023711,-0.280801467,0.266175995,-0.239926235,-0.668405682,0.133689945,-0.143927786,0.071887566,0.016132625,-0.183468147,-0.429189108,0.456605352,-0.071493632
5,0.114913596051108,-0.215549262,0.044174158,-0.659485971,-0.47023711,-0.280801467,0.266175995,-0.239926235,-0.668405682,0.247275285,-0.143927786,-0.229844087,0.294281334,0.155033969,-0.429189108,0.056074341,-0.372900177
5.5,0.112904955656219,-0.098211613,0.044174158,-0.770230887,-0.788265725,-0.06346287,0.266175995,-0.239926235,-0.438791913,0.701616645,-0.143927786,-0.456142827,0.016132625,0.493536086,-0.586747518,0.056074341,-0.433181486
6,0.11189631526133,-0.332886912,0.044174158,-1.047093175,-0.851871448,-0.280801467,-0.27759519,-0.239926235,-0.438791913,0.588031305,-0.143927786,-0.531575741,-0.169299847,0.155033969,-0.429189108,0.056074341,-0.553744104
6.5,0.113887674866441,-0.332886912,-0.376532107,-0.825603345,-0.47023711,-0.06346287,-0.27759519,-0.239926235,-0.209178144,0.928787325,-0.315884519,-0.757874481,-0.262016083,0.042199931,-0.586747518,-0.344456669,-0.614025413
7,0.112879034471552,-0.450224562,-0.376532107,-0.604113514,-0.661054279,-0.06346287,-0.27759519,-0.239926235,-0.209178144,0.815201985,-0.143927786,-0.682441567,-0.076583611,0.042199931,-0.586747518,-0.344456669,-0.372900177
7.5,0.109870394076663,0.019126037,-0.376532107,-0.548741056,-0.406631387,0.371214324,-0.27759519,-0.239926235,0.020435625,0.474445965,0.028028947,-0.531575741,0.201565097,-0.070634108,-0.271630698,-0.344456669,-0.011212323
8,0.119861753681773,-0.098211613,-0.376532107,-0.21650631,-0.152208495,0.371214324,-0.27759519,-0.239926235,0.020435625,0.474445965,0.028028947,-0.229844087,0.294281334,-0.409136225,-0.114072289,-0.344456669,0.049068986
8.5,0.111853113286884,-0.098211613,0.044174158,0.060355979,0.229425843,0.153875727,-0.005709597,-0.239926235,-0.209178144,0.020104605,-0.143927786,0.071887566,0.572430042,-0.747638342,-0.114072289,-0.344456669,0.229912913
9,0.113844472891995,0.253801336,0.044174158,0.392590725,0.420243012,0.371214324,0.266175995,-0.239926235,0.250049395,0.133689945,0.371942414,0.37361922,0.479713806,-0.521970264,0.35860294,-0.344456669,0.350475531
9.5,0.116835832497106,0.136463687,0.464880423,0.28184581,0.611060181,0.153875727,-0.005709597,-0.239926235,0.709276933,0.020104605,0.543899147,0.222753393,1.128727459,-0.860472381,0.35860294,-0.344456669,0.591600767
10,0.114827192102217,0.253801336,0.464880423,0.226473352,0.929088796,0.153875727,0.266175995,-0.239926235,0.709276933,-0.320651415,0.371942414,0.298186307,1.314159932,-0.634804303,0.35860294,-0.344456669,0.41075684
10.5,0.117818551707328,-0.098211613,0.885586688,0.226473352,1.119905965,-0.06346287,0.266175995,-0.239926235,0.479663164,-0.207066075,0.71585588,0.298186307,1.314159932,-0.409136225,0.043486121,-0.344456669,-0.19205625
11,0.121809911312438,0.019126037,0.885586688,0.28184581,1.119905965,-0.06346287,0.538061587,-0.239926235,0.479663164,-0.547822095,0.71585588,0.298186307,1.314159932,0.155033969,0.043486121,-0.344456669,-0.071493632
11.5,0.126801270917549,-0.098211613,0.464880423,0.004983521,0.674665904,-0.06346287,0.266175995,-0.239926235,0.709276933,-0.320651415,0.71585588,-0.07897826,1.036011223,0.267868008,0.043486121,-0.344456669,0.229912913
12,0.12579263052266,-0.332886912,0.464880423,-0.271878767,0.420243012,-0.06346287,-0.005709597,-0.239926235,0.479663164,-0.661407435,0.028028947,-0.305277,1.036011223,0.493536086,-0.586747518,-0.344456669,0.169631604
12.5,0.126783990127771,-0.215549262,0.044174158,-0.493368598,-0.279419941,0.153875727,-0.005709597,-0.239926235,0.250049395,-0.547822095,-0.143927786,-0.07897826,0.201565097,0.832038203,-0.586747518,-0.344456669,-0.011212323
13,0.127775349732882,-0.215549262,0.044174158,-0.548741056,-0.533842833,-0.06346287,-0.27759519,-0.239926235,0.250049395,-0.434236755,0.028028947,-0.003545347,-0.076583611,0.832038203,-0.586747518,-0.344456669,-0.131774941
13.5,0.126766709337993,-0.215549262,-0.376532107,-0.604113514,-0.724660002,-0.280801467,-0.27759519,-0.239926235,0.250049395,0.020104605,-0.487841252,-0.003545347,0.016132625,0.719204164,-0.586747518,-0.344456669,0.049068986
14,0.126758068943103,-0.450224562,-0.376532107,-0.880975802,-0.661054279,-0.06346287,-0.549480782,-0.239926235,0.250049395,0.247275285,-0.487841252,-0.229844087,-0.262016083,0.380702047,-0.744305927,-0.344456669,-0.252337559
14.5,0.121749428548214,0.019126037,-0.376532107,-0.880975802,-0.724660002,-0.06346287,-0.549480782,-0.239926235,0.020435625,0.247275285,-0.487841252,-0.229844087,0.016132625,0.832038203,-0.586747518,-0.344456669,-0.553744104
15,0.122740788153325,-0.215549262,-0.376532107,-0.93634826,-0.533842833,-0.280801467,-0.27759519,-0.239926235,0.020435625,0.474445965,-0.315884519,0.14732048,0.38699757,0.606370125,-0.586747518,0.056074341,-0.312618868
15.5,0.122732147758436,-0.215549262,-0.376532107,-0.382623683,-0.088602772,-0.280801467,-0.005709597,-0.239926235,-0.209178144,0.360860625,-0.143927786,0.298186307,0.572430042,0.493536086,-0.586747518,0.056074341,-0.19205625
16,0.120723507363547,-0.098211613,-0.376532107,-0.382623683,0.293031566,-0.280801467,-0.005709597,-0.239926235,0.020435625,0.474445965,-0.315884519,0.222753393,0.665146278,0.380702047,-0.586747518,0.056074341,0.169631604
16.5,0.121714866968658,-0.098211613,-0.376532107,-0.050388937,0.483848735,-0.06346287,0.266175995,-0.239926235,0.250049395,-0.093480735,-0.487841252,0.14732048,0.38699757,0.380702047,-0.429189108,0.056074341,-0.071493632
17,0.122706226573768,0.136463687,-0.376532107,0.060355979,0.293031566,-0.06346287,0.538061587,-0.239926235,0.479663164,0.020104605,-0.143927786,0.37361922,0.572430042,0.493536086,-0.429189108,0.056074341,-0.011212323
17.5,0.116697586178879,0.371138986,-0.376532107,0.171100894,0.356637289,-0.06346287,0.538061587,-0.239926235,0.479663164,0.247275285,0.028028947,0.449052133,0.294281334,0.042199931,-0.586747518,0.056074341,-0.071493632
18,0.11468894578399,0.605814285,-0.376532107,0.392590725,0.16582012,-0.06346287,0.266175995,-0.239926235,0.250049395,0.133689945,0.028028947,-0.003545347,-0.076583611,0.267868008,-0.586747518,-0.344456669,-0.252337559
18.5,0.115680305389101,0.488476636,-0.376532107,0.115728437,0.038608674,0.153875727,-0.005709597,-0.239926235,0.020435625,0.247275285,0.371942414,-0.154411174,-0.076583611,0.493536086,-0.271630698,-0.344456669,-0.312618868
19,0.107671664994212,0.371138986,-0.376532107,0.337218267,-0.152208495,0.588552921,-0.005709597,-0.239926235,0.020435625,0.360860625,0.543899147,-0.305277,-0.076583611,0.380702047,-0.271630698,-0.344456669,-0.674306722
19.5,0.105663024599323,0.488476636,-0.376532107,0.171100894,-0.406631387,0.371214324,-0.005709597,-0.239926235,0.020435625,0.474445965,0.71585588,0.071887566,-0.169299847,0.267868008,-0.271630698,-0.344456669,-0.071493632
20,0.108654384204433,0.253801336,-0.376532107,0.115728437,-0.533842833,0.371214324,-0.27759519,-0.239926235,0.020435625,0.701616645,0.371942414,-0.07897826,-0.447448556,0.493536086,0.043486121,0.056074341,0.049068986
20.5,0.107645743809544,-0.098211613,-0.376532107,0.060355979,-0.343025664,0.371214324,-0.005709597,-0.239926235,0.020435625,0.360860625,0.371942414,0.071887566,-0.076583611,0.493536086,0.201044531,0.056074341,0.049068986
21,0.114637103414655,-0.098211613,-0.376532107,0.004983521,-0.279419941,0.588552921,-0.005709597,-0.239926235,0.020435625,0.360860625,0.371942414,0.37361922,0.108848861,0.267868008,0.201044531,0.456605352,-0.131774941
21.5,0.120628463019766,0.019126037,-0.376532107,-0.161133852,-0.597448556,0.153875727,0.538061587,-0.239926235,0.020435625,0.020104605,0.028028947,0.675350874,-0.076583611,0.042199931,0.201044531,0.456605352,-0.131774941
