0,0.168,-0.821861819,1.1477117,-0.259364719,-1.022936303,-0.334923424,0.211459023,-0.335248638,-0.898828885,-0.435270259,-0.383295507,0.187815417,-0.661526048
0.5,0.146012792147772,-0.432407812,0.723495998,-0.259364719,-0.805004819,-0.334923424,0.045549267,-0.435990853,-0.898828885,-0.435270259,-0.383295507,0.029280212,-0.227489853
1,0.148025584295545,-0.332262496,0.468966577,-0.259364719,-0.412728146,-0.334923424,0.344186828,-0.496436182,-0.279100977,-0.233264525,0.152426818,-0.06584091,0.032931864
1.5,0.153038376443317,-0.265498952,0.299280296,-0.259364719,-0.260176107,-0.334923424,0.211459023,-0.536733069,-0.382388962,-0.266932147,0.063139764,0.504885825,0.032931864
2,0.150051168591089,-0.154226379,0.299280296,-0.259364719,-0.260176107,-0.334923424,0.211459023,-0.536733069,-0.21024232,0.069744076,0.063139764,0.504885825,0.032931864
2.5,0.159063960738862,0.290863915,-0.266340641,-0.259364719,-0.151210365,-0.334923424,0.211459023,-0.536733069,0.134050962,0.069744076,0.063139764,0.504885825,0.032931864
3,0.149076752886634,0.402136488,-0.549151109,-0.259364719,-0.260176107,-0.334923424,-0.120360489,-0.133764206,0.306197603,0.238082188,0.063139764,0.187815417,0.206546343
3.5,0.160089545034406,0.735954209,-0.549151109,-0.259364719,-0.478107592,-0.334923424,-0.120360489,0.269204656,0.478344244,0.069744076,0.063139764,0.187815417,0.032931864
4,0.163102337182179,0.847226782,-0.549151109,-0.259364719,-0.805004819,-0.334923424,-0.45218,0.269204656,-0.038095679,-0.098594035,-0.383295507,0.187815417,-0.140682614
4.5,0.164115129329951,0.847226782,-0.549151109,-0.259364719,-1.131902045,-0.334923424,-0.45218,0.470689087,0.306197603,-0.01442498,-0.383295507,-0.4463254,-0.140682614
5,0.162127921477723,0.735954209,-0.549151109,-0.259364719,-1.022936303,-0.334923424,-0.45218,0.470689087,0.134050962,-0.098594035,-0.383295507,-0.4463254,0.206546343
5.5,0.173140713625496,0.735954209,-0.266340641,-0.259364719,-1.022936303,-0.334923424,-0.45218,0.470689087,-0.21024232,-0.266932147,-0.383295507,-0.4463254,0.206546343
6,0.188153505773268,0.735954209,0.016469828,-0.259364719,-0.913970561,-0.334923424,-0.45218,0.067720225,-0.382388962,-0.60360837,-0.383295507,-0.4463254,0.206546343
6.5,0.19116629792104,0.290863915,0.299280296,-0.259364719,-0.587073334,-0.334923424,-0.45218,-0.335248638,-0.554535603,-0.351101203,-0.383295507,-0.4463254,0.206546343
7,0.185179090068813,0.290863915,0.582090764,-0.259364719,-0.478107592,0.165795426,-0.45218,-0.133764206,-0.554535603,-0.435270259,0.063139764,-0.129254992,0.206546343
7.5,0.183191882216585,0.513409062,0.864901232,-0.259364719,-0.369141849,0.165795426,-0.120360489,-0.335248638,-0.726682244,-0.266932147,0.063139764,-0.129254992,0.032931864
8,0.172204674364357,0.735954209,0.864901232,-0.259364719,-0.478107592,0.165795426,-0.120360489,-0.335248638,-0.726682244,-0.351101203,0.063139764,-0.129254992,-0.314297092
8.5,0.15621746651213,0.402136488,0.582090764,-0.259364719,-0.260176107,0.165795426,-0.120360489,-0.536733069,-0.554535603,-0.351101203,0.063139764,-0.129254992,-0.140682614
9,0.152230258659902,0.179591341,0.582090764,-0.259364719,-0.369141849,0.165795426,-0.120360489,-0.536733069,-0.554535603,-0.351101203,0.063139764,-0.129254992,-0.48791157
9.5,0.160243050807674,0.179591341,0.299280296,-0.259364719,-0.587073334,0.165795426,-0.120360489,-0.536733069,-0.554535603,-0.435270259,0.063139764,-0.129254992,-0.661526048
10,0.170255842955447,0.179591341,0.299280296,-0.259364719,-0.696039076,-0.334923424,-0.120360489,-0.7382175,-0.554535603,-0.01442498,-0.383295507,-0.129254992,-0.835140526
10.5,0.170268635103219,0.068318768,0.016469828,-0.259364719,-0.805004819,-0.334923424,-0.120360489,-0.7382175,-0.726682244,-0.098594035,-0.383295507,-0.129254992,-0.661526048
11,0.173281427250991,-0.154226379,0.016469828,-0.259364719,-0.696039076,-0.334923424,-0.120360489,-0.7382175,-0.726682244,-0.01442498,-0.383295507,-0.129254992,-0.661526048
11.5,0.177294219398763,-0.154226379,0.016469828,-0.259364719,-0.913970561,-0.334923424,-0.120360489,-0.7382175,-0.898828885,-0.01442498,-0.383295507,-0.129254992,-0.661526048
12,0.176307011546536,-0.154226379,-0.266340641,-0.259364719,-0.913970561,-0.334923424,-0.120360489,-0.335248638,-0.726682244,-0.01442498,-0.383295507,-0.129254992,-0.314297092
12.5,0.177319803694308,-0.376771526,-0.266340641,-0.259364719,-1.022936303,-0.334923424,-0.120360489,-0.133764206,-0.726682244,0.153913132,-0.383295507,-0.129254992,-0.314297092
13,0.16633259584208,-0.488044099,-0.549151109,-0.259364719,-1.022936303,-0.334923424,-0.120360489,-0.133764206,-0.726682244,0.069744076,-0.383295507,-0.4463254,-0.140682614
13.5,0.167345387989853,-0.710589246,-0.266340641,-0.259364719,-0.696039076,-0.334923424,-0.120360489,-0.133764206,-0.726682244,-0.351101203,-0.383295507,-0.129254992,-0.314297092
14,0.155358180137625,-0.488044099,-0.266340641,-0.259364719,-0.151210365,0.165795426,-0.120360489,-0.133764206,-0.554535603,-0.098594035,-0.383295507,-0.129254992,-0.140682614
14.5,0.149370972285397,-0.154226379,-0.266340641,-0.259364719,-0.151210365,0.165795426,-0.120360489,-0.133764206,-0.21024232,-0.01442498,-0.383295507,-0.129254992,-0.140682614
