0,0.317,-0.567647112323197,0.101242125318564,-0.283537476959865,-0.944422834229463,0.175037019531305,-0.48351272635944,0.02550843385742,-0.402988417524827,-0.205479770377686,-0.349392587036597,0.353356973125463,-0.296650468600198,0.300720239958927,-0.60367389371794,-0.865764512539548,-0.739086927298211,-0.487292831880386,0.05858454894762,-0.327921329475258,-0.486262424421983,-0.624386196212214,-0.27111395106557
0.5,0.321026368244006,-0.607627892174105,0.003329044739682,-0.283537476959865,-0.944422834229463,0.225890308180725,-0.48351272635944,0.395195881066395,-0.367020154625432,-0.344317453065312,-0.349392587036597,0.161315139905102,-0.296650468600198,0.029475285095191,-0.60367389371794,-0.762475976087682,-0.143817172708801,-0.487292831880386,-0.07456215320606,-0.267884469446833,-0.06803212818748,-0.106080001238048,-0.27111395106557
1,0.318052736488011,-0.53566248844247,0.179572589781669,0.099793947501422,-0.752304271578954,0.500498066887594,-0.48351272635944,0.506102115229087,-0.086467704010145,-0.427620062677887,-0.349392587036597,0.046090039972886,-0.296650468600198,0.300720239958927,-0.60367389371794,-0.617872025055068,-0.21524954325953,-0.281972818447639,-0.154450174498268,-0.231862353429778,0.071377970557354,0.066688730420008,0.364309371744358
1.5,0.319079104732017,-0.407723992919563,0.297068286476327,-0.027983193985674,-0.304027625394431,0.581863328726666,-0.48351272635944,0.487617742868638,-0.043305788530871,-0.483155135752938,-0.349392587036597,-0.030726693315258,-0.296650468600198,0.300720239958927,-0.60367389371794,-0.59032841533457,-0.262871123626682,-0.145092809492474,-0.20770885535974,0.032299830695292,-0.021562095272535,0.066688730420008,0.25840548460937
2,0.316105472976023,-0.327762433217746,0.394981367055209,0.227571088988517,-0.143928823185673,0.683569906025506,-0.48351272635944,0.949727051879857,0.891869046853418,-0.344317453065312,-0.349392587036597,0.353356973125463,-0.296650468600198,0.300720239958927,-0.098296000274708,0.029402803376632,-0.262871123626682,-0.145092809492474,-0.20770885535974,0.272447270808992,0.071377970557355,0.181867884858712,0.25840548460937
2.5,0.312131841220029,-0.407723992919563,0.394981367055209,0.099793947501422,0.176268781231843,0.480156751427826,-0.48351272635944,1.0421489136821,0.460249892060668,-0.205479770377686,-0.349392587036597,0.353356973125463,-0.296650468600198,0.11989027004977,-0.098296000274708,-0.108315245225858,-0.143817172708801,-0.145092809492474,-0.20770885535974,0.632668430979542,0.071377970557355,0.41222619373612,0.25840548460937
3,0.315158209464034,-0.087877754112296,0.101242125318564,0.035905376757874,0.336367583440601,0.480156751427825,-0.48351272635944,0.949727051879857,0.891869046853417,-0.483155135752938,-0.349392587036597,0.353356973125463,-0.296650468600198,-0.060939699859387,0.154392946446907,0.167120851979121,-0.143817172708801,-0.145092809492474,-0.20770885535974,0.392520990865842,0.443138233876914,0.642584502613527,0.25840548460937
3.5,0.32218457770804,0.152006924993153,0.101242125318564,0.099793947501422,0.496466385649358,0.276743596830145,-0.234920064992118,0.580039604670882,1.10767862424979,-0.344317453065312,-0.349392587036597,0.353356973125463,-0.01003165835846,0.119890270049771,0.154392946446907,-0.039456220924612,-0.024763221790919,0.026007201701482,0.05858454894762,0.272447270808992,0.164318036387245,0.297047039297416,0.78792492028431
4,0.321210945952046,0.072045365291337,-0.0945840358392,-0.219648906216317,0.496466385649358,-0.231789289664057,0.510857919109845,0.487617742868638,0.819932521054625,-0.205479770377686,-0.349392587036597,0.353356973125463,-0.01003165835846,-0.241769669768544,0.154392946446907,0.373697924882855,0.094290729126963,-0.145092809492474,0.32487795325498,0.152373550752142,0.071377970557356,0.066688730420009,0.25840548460937
4.5,0.321237314196052,0.23196848469497,-0.290410196996964,-0.091871764729222,0.176268781231843,-0.638615598859418,0.510857919109845,0.302774019264151,0.963805572652208,0.211033277685192,-0.349392587036597,0.353356973125463,-0.01003165835846,-0.060939699859387,0.154392946446907,0.4425569491841,0.332398630962726,-0.145092809492474,0.32487795325498,0.032299830695292,0.071377970557356,0.066688730420009,0.25840548460937
