0,0.102,0.11194684629488,-0.459694757590606,-0.50458692454256,-0.840586293604462,0.89888458041609,0.065477999124868,0.15292830029004,-0.379797141725931,-0.012371104838481,0.086868526749321,-0.463044926907564,-0.572274370870787,-0.707223875063852,-0.94990709757813,-0.209507906703145,-0.201588809364627,-0.114569767320342
0.5,0.101,0.019513670455071,-0.366513387808726,-0.50458692454256,-0.646355827816525,0.643738247610442,0.130594241348492,0.152928300290041,-0.379797141725931,0.114874544928742,3.99680288865056E-16,-0.463044926907564,-0.572274370870787,-0.707223875063852,-0.748355100449568,0.15079231501564,0.030270524089896,0.138157660592175
1,0.096,-0.042108446771468,-0.459694757590605,-0.50458692454256,-0.516868850624566,0.534389819265164,0.228268604683929,0.304843830379485,-0.379797141725931,0.411781061052262,-0.057912351166213,-0.463044926907564,-0.572274370870787,-0.769479497868768,-0.39004043888768,-0.009341116859376,0.37805952427168,-0.030327291349503
1.5,0.093,-0.086124244790425,-0.393136636317834,-0.50458692454256,-0.008170011656158,0.61249583951179,0.158501202301474,0.152928300290041,-0.379797141725931,0.16940839482898,-0.099278316284937,-0.463044926907564,-0.572274370870787,-0.81394779987228,-0.422032819384278,0.390992462828162,0.12963880985612,-0.006258012500692
2,0.091,-0.086124244790425,-0.260020393772292,-0.272058387887003,-0.008170011656158,0.820778560169462,0.484082413419598,0.283141611795279,-0.379797141725931,0.442077644330172,-0.099278316284937,-0.463044926907564,-0.572274370870787,-0.653861912659637,-0.134101394914903,0.562563996979965,0.460866429076866,0.282573333685041
2.5,0.084,-0.086124244790425,-0.260020393772292,-0.272058387887003,0.130566035335226,0.456283799018536,0.25152440547808,0.283141611795279,-0.379797141725931,0.351187894496441,-0.099278316284937,-0.463044926907564,-0.34234270400306,-0.600499950255423,0.05785288806468,0.734135531131767,0.626480238687239,0.282573333685041
3,0.082,-0.086124244790425,-0.12690415122675,-0.272058387887003,0.269302082326609,0.352142438689699,0.205012803889777,0.803994857816231,-0.103915440714359,0.442077644330172,-0.099278316284937,-0.463044926907564,-0.34234270400306,-0.493776025446995,0.153830029554472,1.07727859943537,0.626480238687239,0.282573333685041
3.5,0.082,-0.350219032904166,0.006212091318792,-0.272058387887003,0.546774176309377,0.300071758525282,0.344547608654688,0.543568234805756,-0.103915440714359,0.260298144662711,-0.347474106997282,-0.463044926907564,-0.112411037135334,-0.707223875063852,0.441761454023846,1.24885013358717,0.295252619466493,0.138157660592175
4,0.081,-0.350219032904166,0.139328333864334,-0.272058387887003,0.546774176309377,0.612495839511789,0.577105616596205,0.413354923300518,-0.103915440714359,0.532967394163902,-0.347474106997282,-0.463044926907564,-0.112411037135334,-0.707223875063852,0.537738595513638,0.905707065283569,0.12963880985612,-0.006258012500691
4.5,0.091,-0.350219032904166,0.405560818955418,-0.272058387887003,0.546774176309377,0.612495839511789,0.344547608654688,0.152928300290041,-0.103915440714359,0.351187894496441,-0.347474106997282,-0.463044926907564,-0.112411037135334,-0.600499950255423,0.441761454023847,1.07727859943537,-0.284395714169813,-0.006258012500691
