0,0.829,0.274456449073421,-0.303738848949725,0.098753013740123,-0.578644843028539,-0.702302212543946,1.09366026682126,-0.690930622283295,-1.2766584470709,-0.398774742249673,-0.302345586481219,-0.165820560242613,-0.057169850782017,-0.08451762299732,-0.568015526277265,-0.296321306268956,-0.166520902426336,-0.17254151865683,-0.325381401346503,-0.288272898593369,-0.605813343213038,0.018390374879949,0.475847492015095,0.640815122737922
0.5,0.824074466114213,0.09413026702781,-0.303738848949725,-0.164354482903191,-0.578644843028539,-0.783794694853525,0.753295438357029,-0.690930622283295,-1.19170080768373,-0.398774742249673,-0.302345586481219,-0.165820560242613,-0.257064433935923,-0.159979786387784,-0.135998849765806,-0.21432869247013,-0.229501576566402,0.225631216705085,-0.325381401346503,-0.239594597581318,-0.43341341628844,0.072163400844713,0.475847492015095,0.354378897662863
1,0.816148932228425,-0.014065442199556,-0.303738848949725,-0.32221898088918,-0.578644843028539,-0.441526269153296,0.385701423615663,-0.690930622283295,-0.834878722257649,-0.398774742249673,-0.302345586481219,-0.165820560242613,-0.377001183828266,0.156961299852165,0.123211156141069,0.031649148926348,-0.116136363114283,0.145996669632702,-0.325381401346503,-0.210387616974087,-0.329973460133681,0.362537741054438,0.252182395885791,0.320006550653856
1.5,0.833223398342638,-0.086195915017801,-0.303738848949725,-0.427461979546505,-0.578644843028539,-0.53931724792479,0.27678467850711,-0.690930622283295,-0.851870250135082,-0.000398376365884,0.206653717359217,-0.165820560242613,-0.456959017089828,0.066406703783608,0.468824497350236,0.031649148926348,-0.166520902426336,0.358355461825723,-0.325381401346503,-0.093559694545163,-0.261013489363842,0.341028530668533,0.103072331799588,0.640815122737922
2,0.83929786445685,-0.086195915017801,0.050682211668391,-0.602866977308715,-0.578644843028539,-0.376332283305633,0.412930609892801,-0.221867063367276,-0.257166774424942,-0.000398376365884,0.206653717359217,-0.165820560242613,-0.257064433935923,0.217331030564536,0.814437838559403,0.195634376523999,-0.166520902426336,0.535321121986574,-0.325381401346503,0.101153509503043,-0.261013489363842,0.556120634527589,0.103072331799588,1.32826206291807
2.5,0.844372330571063,-0.086195915017801,0.050682211668391,-0.778271975070924,-0.341786536426599,-0.213347318686477,0.004492815735728,0.012664716090733,-0.087251495650616,-0.000398376365884,0.206653717359217,-0.165820560242613,-0.656853600243734,0.217331030564536,0.814437838559403,0.195634376523999,0.337324490694196,0.446838291906149,-0.325381401346503,0.198510111527147,-0.43341341628844,0.771212738386643,0.475847492015095,0.984538592827993
3,0.831446796685276,-0.446848279109023,0.050682211668391,-0.427461979546505,-0.104928229824659,0.112622610551836,0.549076541278492,0.012664716090733,0.252579061898035,-0.000398376365884,0.206653717359217,-0.165820560242613,-0.656853600243734,0.217331030564536,0.814437838559403,0.359619604121651,0.337324490694196,0.446838291906149,-0.325381401346503,0.490579917599458,-0.088613562439244,0.663666686457116,0.289459911907341,1.44283655294809
3.5,0.845521262799488,-0.086195915017801,0.050682211668391,-0.427461979546505,0.60564668998116,0.601577504409306,0.685222472664183,0.012664716090733,0.252579061898035,-0.000398376365884,0.206653717359217,-0.165820560242613,-0.456959017089829,0.217331030564536,0.641631167954819,0.359619604121651,0.337324490694196,0.181389801664872,-0.325381401346503,0.685293121647665,-0.088613562439244,0.44857458259806,0.289459911907341,1.67198553300813
4,0.853595728913701,-0.086195915017801,0.050682211668391,-0.076651984022086,0.8425049965831,0.601577504409306,0.957514335435565,0.247196495548743,0.252579061898035,-0.000398376365884,0.206653717359217,0.462287622494558,-0.257064433935923,-0.08451762299732,0.468824497350236,0.195634376523999,0.463285838974328,0.181389801664872,-0.325381401346503,0.782649723671768,-0.088613562439244,0.44857458259806,0.475847492015095,1.55741104297811
4.5,0.846670195027913,0.274456449073421,0.050682211668391,0.274158011502333,0.8425049965831,0.601577504409306,1.09366026682126,0.247196495548743,0.677367258833849,-0.398774742249673,-0.302345586481219,0.462287622494558,0.5425138986797,0.066406703783609,0.814437838559401,0.195634376523999,0.589247187254461,0.092906971584447,-0.325381401346503,0.782649723671768,-0.261013489363842,0.341028530668532,0.475847492015095,1.32826206291806
5,0.844744661142126,0.274456449073421,-0.303738848949725,0.624968007026752,0.8425049965831,0.764562469028463,0.957514335435565,-0.221867063367277,0.677367258833849,-0.398774742249673,0.206653717359217,0.462287622494558,0.342619315525795,0.066406703783609,0.8144378385594,0.195634376523999,0.589247187254461,0.269872631745299,-0.126005542678303,0.782649723671768,0.083786364485354,0.556120634527588,0.289459911907342,0.869964102797969
5.5,0.848819127256338,0.635108813164643,-0.303738848949725,0.449563009264542,0.8425049965831,0.601577504409306,0.957514335435565,-0.221867063367277,0.592409619446686,-0.398774742249673,0.206653717359217,0.462287622494558,0.342619315525795,0.066406703783609,0.987244509163983,0.359619604121651,0.211363142414062,0.358355461825725,0.073370315989897,0.587936519623561,0.428586218334549,0.341028530668533,-0.26970282841592,0.984538592827992
6,0.848893593370551,0.635108813164643,-0.303738848949725,0.274158011502333,0.8425049965831,0.43859253979015,0.412930609892801,-0.221867063367277,0.42249434067236,-0.398774742249673,0.715653021199654,0.462287622494558,0.342619315525795,0.066406703783609,1.33285785037315,0.031649148926348,0.085401794133929,0.269872631745299,0.073370315989897,0.393223315575354,0.083786364485354,0.448574582598061,-0.26970282841592,0.755389612767946
6.5,0.851968059484764,0.274456449073421,0.405103272286506,0.449563009264542,0.60564668998116,0.275607575170993,0.412930609892801,-0.221867063367277,0.677367258833849,-0.000398376365884,0.715653021199654,0.462287622494558,0.542513898679701,0.066406703783609,1.50566452097773,-0.132336078671304,0.211363142414062,0.623803952067002,0.073370315989897,0.29586671355125,0.256186291409951,0.663666686457116,-0.26970282841592,0.869964102797969
