0,0.152,-0.198805003,-0.299917,-0.334433354,-0.553233866,-0.699384845,-0.702725058,-0.210546118,-0.453490246,-0.306375873,-0.584125062,-0.652046075,-0.84078437,-0.673832003,-0.807208141,-0.552516401
0.5,0.151010848535311,-0.31412113,-0.199911332,-0.334433354,-0.471491274,-0.779996284,-0.776883464,-0.323017336,-0.527674811,-0.339808421,-0.105761774,-0.652046075,-0.84078437,-0.673832003,-0.671016452,-0.552516401
1,0.152021697070623,-0.383310806,-0.499928337,-0.334433354,-0.226263496,-0.634895694,-0.821378508,-0.390500066,-0.305121116,0.04132263,-0.131854317,-0.652046075,-0.585636117,-0.100764389,-0.752731465,-0.552516401
1.5,0.148032545605934,-0.429437257,-0.599934006,-0.334433354,-0.144520904,-0.538161967,-0.85104187,-0.435488553,-0.453490246,-0.105780583,-0.149249346,-0.652046075,-0.628160826,-0.196275658,-0.807208141,-0.552516401
2,0.150043394141246,-0.429437257,-0.499928337,-0.334433354,0.018964281,-0.538161967,-0.702725058,-0.435488553,-0.305121116,0.094814707,0.28562637,-0.652046075,-0.557286311,-0.196275658,-0.807208141,-0.552516401
2.5,0.155054242676557,-0.660069511,-0.699939674,-0.334433354,0.018964281,-0.538161967,-0.85104187,-0.435488553,-0.305121116,-0.239510776,0.111676084,-0.426580627,-0.557286311,0.042502515,-0.671016452,-0.308364213
3,0.150065091211869,-0.660069511,-0.599934006,-0.334433354,0.018964281,-0.538161967,-0.702725058,-0.660430987,-0.379305681,0.094814707,0.372601514,-0.426580627,-0.628160826,0.042502515,-0.534824763,-0.308364213
3.5,0.14907593974718,-0.198805003,0.000100006,-0.334433354,0.182449467,-0.538161967,-0.406091433,-0.660430987,-0.379305681,0.094814707,0.28562637,-0.426580627,-0.415537281,0.281280687,-0.534824763,-0.308364213
4,0.154086788282492,0.262459505,0.500128349,-0.334433354,0.018964281,-0.699384845,-0.25777462,-0.435488553,-0.379305681,-0.239510776,0.459576657,-0.201115179,-0.344662766,0.042502515,-0.398633074,-0.308364213
4.5,0.152097636817803,0.262459505,0.700139686,-0.334433354,0.264192059,-0.699384845,-0.109457808,-0.210546118,-0.082567421,-0.17264568,0.372601514,-0.201115179,0.080584323,0.042502515,-0.398633074,-0.308364213
5,0.139108485353115,0.262459505,1.300173697,0.131351262,0.591162429,-0.538161967,-0.109457808,0.014396316,0.065801709,0.02794961,0.372601514,0.024350268,0.293207868,0.042502515,-0.126249696,-0.064212025
5.5,0.157119333888426,0.262459505,1.400179366,0.597135878,0.754647614,-0.376939089,0.038859005,0.23933875,0.214170839,-0.239510776,0.372601514,-0.201115179,0.222333353,0.042502515,-0.262441385,-0.308364213
6,0.154130182423738,0.262459505,1.400179366,1.52870511,0.672905022,-0.538161967,-0.109457808,0.23933875,-0.008382856,-0.640701356,0.28562637,-0.201115179,0.222333353,0.042502515,-0.398633074,-0.308364213
6.5,0.151141030959049,-0.198805003,0.500128349,1.52870511,0.427677244,-0.538161967,-0.406091433,0.23933875,-0.008382856,-0.37324097,0.111676084,-0.201115179,-0.061164706,-0.196275658,-0.398633074,-0.308364213
7,0.146151879494361,-0.429437257,0.300117011,1.52870511,0.427677244,-0.538161967,-0.554408245,0.23933875,-0.082567421,-0.57383626,0.372601514,-0.201115179,-0.415537281,-0.196275658,-0.534824763,-0.308364213
7.5,0.152162728029672,-0.429437257,0.200111343,1.52870511,-0.062778311,-0.699384845,-0.554408245,0.464281184,-0.156751986,-0.57383626,0.459576657,-0.201115179,-0.628160826,-0.196275658,-0.398633074,-0.308364213
8,0.152173576564984,-0.429437257,-0.399922669,1.062920494,-0.389748681,-0.860607723,-0.702725058,0.23933875,0.139986274,-0.640701356,0.28562637,-0.426580627,-0.69903534,0.042502515,-0.126249696,-0.552516401
8.5,0.150184425100295,-0.198805003,-0.599934006,0.597135878,-0.634976459,-0.860607723,-0.702725058,0.014396316,-0.156751986,-0.506971163,0.80747723,-0.201115179,-0.628160826,-0.196275658,-0.126249696,-0.552516401
9,0.152195273635607,-0.198805003,-0.599934006,-0.334433354,-0.553233866,-0.699384845,-0.554408245,0.689223619,0.139986274,-0.57383626,0.720502087,-0.201115179,-0.628160826,-0.196275658,0.009941993,-0.552516401
