0,0.539,-0.743235937,-0.683743317,-0.069780532,-0.782079138,0.46413295,-0.525943241,-0.409246312,-0.379944805,0.410275803,-0.200249826
0.5,0.534036540091347,-0.743235937,-0.326621668,-0.380174674,-0.507436727,0.106626746,-0.228692496,0.205134714,-0.18296676,0.151754691,-0.200249826
1,0.536073080182695,-0.743235937,-0.602115511,0.302692439,-0.562365209,-0.107876976,-0.228692496,0.082258509,-0.064779933,-0.003357976,-0.200249826
1.5,0.538109620274042,-0.513296123,-0.58170856,0.551007753,-0.415889257,0.035125505,-0.228692496,0.000341039,0.014011285,-0.106766421,-0.200249826
2,0.535146160365389,-0.513296123,-0.479673803,0.964866609,-0.232794316,0.035125505,-0.080067124,0.000341039,0.295408491,0.151754691,-0.200249826
2.5,0.540182700456736,-0.513296123,-0.58170856,0.964866609,-0.232794316,-0.250879458,0.365808993,0.000341039,0.351687933,-0.106766421,-0.200249826
3,0.538219240548084,-0.053416493,-0.683743317,0.654472467,-0.049699376,-0.393881939,0.514434365,0.000341039,0.295408491,-0.106766421,-0.200249826
3.5,0.539255780639431,-0.053416493,-0.887812831,1.068331323,-0.232794316,0.178127987,0.663059737,-0.409246312,0.23912905,-0.106766421,-0.200249826
4,0.533292320730778,-0.053416493,-0.479673803,0.551007753,-0.049699376,0.607135432,0.514434365,-0.409246312,0.295408491,0.151754691,-0.200249826
4.5,0.537328860822126,-0.283356308,0.132534738,0.240613611,-0.232794316,0.607135432,0.514434365,-0.409246312,0.464246815,0.151754691,-0.200249826
5,0.532365400913473,-0.283356308,0.234569495,0.137148897,-0.049699376,0.750137913,0.365808993,-0.409246312,0.464246815,0.151754691,-0.200249826
5.5,0.53640194100482,0.176523322,0.234569495,0.447543039,0.316490505,0.893140395,-0.228692496,-0.409246312,0.520526257,0.410275803,-0.200249826
6,0.534438481096167,-0.283356308,0.438639009,0.551007753,0.133395564,1.036142876,-0.377317869,-0.409246312,0.576805698,0.410275803,-0.200249826
6.5,0.531475021187515,-0.283356308,0.336604252,0.344078325,0.316490505,0.750137913,-0.823193985,-0.409246312,0.464246815,0.410275803,-0.200249826
7,0.532511561278862,-0.053416493,0.132534738,0.344078325,0.316490505,0.46413295,-0.674568613,-0.409246312,0.351687933,0.410275803,-0.200249826
7.5,0.532548101370209,0.176523322,-0.479673803,0.551007753,0.316490505,0.178127987,-0.674568613,-0.409246312,0.070290726,0.668796915,1.014396846
8,0.532584641461557,0.176523322,-0.58170856,0.551007753,0.133395564,0.321130468,-0.674568613,-0.409246312,0.295408491,0.410275803,1.621720182
8.5,0.531621181552904,-0.283356308,-0.377639046,0.137148897,0.133395564,0.607135432,-0.525943241,-0.409246312,0.126570167,-0.106766421,2.229043518
9,0.527657721644251,-0.283356308,-0.683743317,-0.173245246,0.499585445,0.321130468,-0.674568613,-0.409246312,-0.042268157,0.151754691,2.229043518
9.5,0.523694261735598,-0.283356308,-0.58170856,-0.27670996,0.499585445,0.750137913,-0.377317869,-0.409246312,0.295408491,0.151754691,2.229043518
10,0.521730801826946,-0.283356308,-0.58170856,-0.380174674,0.499585445,1.036142876,-0.525943241,0.000341039,0.295408491,0.151754691,2.229043518
10.5,0.520767341918293,-0.283356308,-0.683743317,-0.173245246,0.682680386,1.608152802,-0.674568613,0.000341039,0.689364581,0.410275803,1.014396846
11,0.52480388200964,-0.053416493,-0.479673803,-0.27670996,0.865775326,1.608152802,-0.228692496,0.000341039,0.407967374,0.668796915,0.40707351
