0,0.481,-0.764302943,0.087208387,0.475387629,-0.724433212,1.352535182,-0.836836622,-0.648902422,-0.028760681,-1.272955945,-0.882914993
0.5,0.478053052036842,-0.598234227,-0.12498692,0.218224744,-0.724433212,1.230003731,-0.417684179,-0.744935506,0.062213895,-0.779441222,-0.76204212
1,0.479106104073683,-0.365738024,0.002330265,0.063927013,-0.724433212,1.156484861,0.045589573,-0.687315656,-0.101540342,-0.364888855,-0.834565844
1.5,0.479159156110525,-0.432165511,-0.12498692,-0.038938141,-0.724433212,1.352535182,0.222074812,-0.744935506,0.15318847,-0.384629444,-0.76204212
2,0.484212208147367,0.121396876,0.299403694,-0.038938141,-0.724433212,1.352535182,0.707409219,-0.360803169,0.335137622,-0.384629444,-0.399423503
2.5,0.473265260184208,0.453534308,0.299403694,0.475387629,-0.724433212,1.107472281,0.707409219,-0.360803169,0.335137622,-0.088520611,-0.157677757
3,0.47031831222105,0.78567174,0.087208387,-0.038938141,-0.724433212,0.617346477,0.795651838,-0.360803169,-0.028760681,0.108885278,-0.157677757
3.5,0.465371364257892,1.22852165,0.299403694,-0.038938141,-0.509746644,0.372283576,0.663287909,-0.360803169,-0.028760681,-0.088520611,-0.27855063
4,0.468424416294734,1.560659082,0.299403694,0.732550514,-0.509746644,0.127220674,0.354438741,-0.264770084,-0.028760681,-0.088520611,-0.157677757
4.5,0.467477468331575,1.67137156,0.723794308,0.732550514,-0.080373507,-0.362905129,0.310317431,-0.168737,-0.210709833,-0.187223555,-0.036804885
5,0.468530520368417,1.117809173,0.299403694,1.50403917,0.134313061,-0.362905129,0.045589573,-0.264770084,-0.392658984,0.207588223,-0.157677757
5.5,0.491583572405259,0.78567174,0.299403694,1.246876285,0.134313061,-0.60796803,0.177953502,-0.360803169,-0.392658984,0.207588223,-0.520296375
6,0.4876366244421,0.453534308,0.299403694,1.50403917,0.348999629,-0.117842227,0.133832192,0.023329169,-0.392658984,0.207588223,-0.27855063
6.5,0.481689676478942,-0.210740556,0.087208387,1.761202055,0.134313061,-0.117842227,0.133832192,0.119362253,-0.574608136,0.010182334,-0.036804885
7,0.483742728515784,-0.764302943,0.511599001,0.9897134,0.134313061,-0.117842227,0.089710883,0.023329169,-0.574608136,-0.088520611,-0.036804885
7.5,0.485795780552625,-0.432165511,0.299403694,0.9897134,0.348999629,-0.117842227,-0.130895666,-0.168737,-0.574608136,0.503697056,-0.036804885
8,0.482848832589467,-0.210740556,0.723794308,0.218224744,0.348999629,0.127220674,-0.307380905,-0.264770084,-0.210709833,0.306291167,0.084067988
8.5,0.484901884626309,-0.100028079,0.511599001,0.218224744,0.348999629,0.372283576,-0.395623524,-0.456836253,-0.210709833,0.108885278,0.204940861
9,0.48495493666315,0.010684399,0.723794308,-0.038938141,0.134313061,0.127220674,-0.483866144,-0.648902422,0.335137622,-0.088520611,0.446686606
9.5,0.483007988699992,0.674959263,1.360380229,0.475387629,0.348999629,0.127220674,-0.704472692,-0.744935506,0.699035925,0.306291167,0.446686606
10,0.503061040736834,0.896384218,0.723794308,0.9897134,0.563686198,0.127220674,-0.880957931,-0.937001675,0.880985076,0.010182334,0.446686606
10.5,0.492114092773676,0.674959263,0.935989615,0.9897134,0.563686198,0.372283576,-0.836836622,-0.84096859,0.880985076,-0.384629444,0.446686606
11,0.490167144810517,0.674959263,0.723794308,0.9897134,0.563686198,0.127220674,-0.748594002,-0.84096859,0.517086773,-0.483332389,0.204940861
11.5,0.493220196847359,1.117809173,1.360380229,0.9897134,0.563686198,0.372283576,-0.836836622,-0.552869337,0.517086773,-0.483332389,0.084067988
12,0.494273248884201,0.896384218,1.148184922,1.246876285,0.993059334,0.127220674,-0.836836622,-0.456836253,0.15318847,-0.187223555,-0.036804885
12.5,0.493326300921042,0.674959263,0.723794308,0.475387629,0.778372766,0.127220674,-0.704472692,-0.168737,-0.028760681,-0.2859265,-0.157677757
13,0.484379352957884,0.674959263,0.723794308,-0.038938141,0.778372766,0.127220674,-0.572108763,0.311428422,-0.028760681,-0.2859265,-0.157677757
13.5,0.487432404994726,0.896384218,0.723794308,-0.038938141,0.563686198,-0.117842227,-0.660351383,0.311428422,-0.210709833,-0.384629444,-0.27855063
14,0.480485457031567,0.896384218,0.511599001,0.732550514,0.348999629,-0.117842227,-0.660351383,0.215395337,0.15318847,-0.187223555,-0.157677757
14.5,0.481538509068409,0.453534308,-0.12498692,0.475387629,0.348999629,-0.60796803,-0.792715312,0.023329169,0.517086773,0.010182334,-0.036804885
15,0.480591561105251,0.78567174,-0.12498692,0.218224744,0.134313061,-0.60796803,-0.748594002,-0.168737,0.335137622,-0.2859265,-0.27855063
15.5,0.475644613142092,0.564246786,-0.337182226,0.475387629,0.348999629,-0.60796803,-0.616230073,-0.264770084,0.15318847,-0.582035333,-0.399423503
16,0.481697665178934,0.564246786,0.299403694,0.9897134,0.134313061,-0.60796803,-0.660351383,-0.648902422,-0.028760681,-0.582035333,-0.27855063
16.5,0.485750717215776,0.342821831,0.087208387,0.9897134,0.134313061,0.372283576,-0.748594002,-0.456836253,0.15318847,-0.582035333,-0.27855063
