0,0.792,-0.073453596,-0.658693432,-0.215197374,-0.637736026,-0.60799379,-0.17875544,-0.42694346,0.153143562,-0.398344209
0.5,0.787800110440478,-0.073453596,-0.51608607,-0.337950806,-0.257907952,-0.60799379,-0.457917214,-0.622250803,-0.006709898,0.084100183
1,0.791575236360355,0.12269172,-0.430521652,-0.411602865,-0.030011107,-0.60799379,-0.513749568,-0.583189335,-0.102621975,-0.089579798
1.5,0.791325561892744,0.253455264,-0.278407131,-0.460704237,-0.131298594,-0.60799379,-0.364863289,-0.687353251,0.153143562,-0.205366452
2,0.78605127021824,0.907272984,-0.278407131,-0.215197374,-0.131298594,-0.60799379,0.007352409,-0.687353251,0.472850483,-0.012388695
2.5,0.781752543567977,0.743818554,-0.183335556,-0.215197374,-0.131298594,-0.408772524,-0.085701516,-0.687353251,0.153143562,0.180589061
3,0.788429563226676,0.580364124,-0.468550282,-0.337950806,0.121920123,-0.408772524,-0.457917214,-0.42694346,0.153143562,0.180589061
3.5,0.791082509535687,0.416909694,-0.563621857,0.153062921,0.628357555,-0.408772524,0.007352409,-0.296738564,0.472850483,-0.205366452
4,0.793711561896032,0.253455264,-0.658693432,0.521323216,0.375138839,-0.408772524,0.286514182,-0.296738564,0.792557404,-0.205366452
4.5,0.786316898771439,0.253455264,-0.563621857,0.766830079,0.375138839,-0.408772524,0.286514182,-0.166533669,0.792557404,-0.012388695
5,0.785898697691368,-0.236908026,-0.373478707,0.521323216,0.375138839,-0.408772524,0.286514182,-0.036328773,0.472850483,-0.205366452
5.5,0.789457135254046,-0.236908026,-0.278407131,0.766830079,0.375138839,-0.60799379,0.286514182,0.093876122,0.472850483,0.180589061
6,0.788992387129479,-0.236908026,0.10187917,0.644076648,0.375138839,-0.60799379,0.286514182,0.093876122,0.792557404,-0.012388695
6.5,0.786504628062474,-0.073453596,0.196950745,0.275816353,-0.131298594,-0.60799379,0.193460258,0.224081018,0.472850483,-0.012388695
7,0.788994031875649,-0.236908026,0.387093895,0.153062921,-0.131298594,-0.60799379,0.379568107,0.224081018,0.153143562,0.180589061
7.5,0.787460771472444,-0.563816886,0.29202232,-0.092443942,-0.131298594,0.188891274,0.379568107,0.224081018,-0.166563359,-0.012388695
8,0.787905018840115,-0.563816886,0.387093895,0.030309489,-0.131298594,0.388112541,0.100406333,0.484490809,0.153143562,-0.012388695
8.5,0.789326945052745,-0.563816886,0.196950745,-0.460704237,0.121920123,0.388112541,0.565675956,0.484490809,0.153143562,-0.398344209
9,0.782726720274226,-0.400362456,0.006807594,-0.337950806,0.121920123,0.587333807,0.565675956,0.224081018,0.153143562,-0.398344209
9.5,0.780104513761256,-0.563816886,0.006807594,-0.215197374,0.121920123,0.587333807,0.565675956,0.224081018,0.472850483,-0.398344209
10,0.782460493866318,-0.400362456,-0.278407131,-0.215197374,0.121920123,0.786555073,0.100406333,0.093876122,0.792557404,-0.398344209
10.5,0.787794828040666,-0.073453596,-0.563621857,-0.092443942,0.121920123,-0.010329992,0.565675956,0.093876122,1.112264325,-0.205366452
11,0.787107682837293,-0.236908026,-0.468550282,-0.092443942,0.375138839,-0.209551258,0.937891654,-0.166533669,0.792557404,-0.205366452
11.5,0.784399223913908,-0.236908026,-0.468550282,0.030309489,0.375138839,-0.209551258,0.565675956,-0.166533669,0.792557404,-0.205366452
12,0.783669616035899,-0.563816886,-0.373478707,0.153062921,0.628357555,-0.408772524,0.472622031,0.093876122,1.112264325,-0.205366452
12.5,0.784919023079294,-0.073453596,-0.468550282,0.153062921,0.881576272,-0.209551258,0.286514182,-0.166533669,1.112264325,-0.012388695
13,0.786147608033721,0.090000834,-0.373478707,0.030309489,0.881576272,-0.408772524,0.286514182,-0.036328773,0.792557404,-0.205366452
13.5,0.784355533005357,-0.236908026,-0.088263981,-0.215197374,1.134794988,-0.408772524,-0.364863289,-0.166533669,0.472850483,-0.398344209
14,0.780542959219878,0.253455264,-0.088263981,0.153062921,0.881576272,-0.408772524,-0.271809365,0.093876122,0.472850483,-0.205366452
14.5,0.781710047025402,0.580364124,-0.183335556,0.153062921,1.134794988,-0.209551258,-0.364863289,-0.166533669,0.472850483,-0.398344209
15,0.773856955895426,0.580364124,-0.373478707,0.275816353,0.628357555,-0.209551258,0.007352409,-0.42694346,0.153143562,-0.398344209
15.5,0.78298384443176,0.090000834,-0.468550282,0.030309489,0.121920123,0.188891274,0.379568107,-0.42694346,-0.166563359,-0.591321966
16,0.77609087036746,-0.073453596,-0.183335556,0.398569784,0.121920123,0.188891274,0.65872988,-0.42694346,0.153143562,-0.398344209
16.5,0.776178190569748,0.253455264,-0.183335556,0.521323216,-0.131298594,0.188891274,0.84483773,-0.166533669,0.153143562,-0.398344209
17,0.779245961042935,-0.236908026,-0.278407131,0.398569784,0.375138839,0.188891274,0.379568107,-0.42694346,0.153143562,-0.591321966
17.5,0.786294336931335,-0.236908026,-0.088263981,0.398569784,-0.131298594,-0.010329992,0.379568107,-0.42694346,0.153143562,-0.205366452
18,0.782323472522179,-0.073453596,0.10187917,0.275816353,-0.131298594,-0.010329992,0.379568107,-0.557148355,-0.166563359,0.180589061
18.5,0.777333521248518,0.090000834,0.29202232,0.275816353,-0.131298594,-0.60799379,-0.085701516,-0.296738564,0.153143562,0.180589061
19,0.780324635692127,0.090000834,0.10187917,-0.092443942,-0.131298594,-0.60799379,-0.364863289,-0.166533669,-0.166563359,-0.012388695
19.5,0.7742969675864,0.253455264,0.196950745,0.030309489,-0.131298594,-0.60799379,-0.271809365,-0.42694346,-0.166563359,0.180589061
20,0.777250667819246,0.580364124,0.10187917,-0.215197374,-0.38451731,-0.60799379,0.193460258,-0.166533669,-0.166563359,0.180589061
20.5,0.782185886435973,0.580364124,0.10187917,-0.092443942,-0.38451731,-0.60799379,0.100406333,0.224081018,-0.166563359,-0.012388695
21,0.781102772642175,0.416909694,0.006807594,-0.215197374,-0.38451731,-0.60799379,-0.17875544,0.354285913,-0.166563359,-0.398344209
21.5,0.78500147480661,0.416909694,0.10187917,-0.215197374,-0.131298594,-0.60799379,0.100406333,0.354285913,-0.48627028,-0.205366452
22,0.787882140464073,0.253455264,-0.088263981,0.030309489,0.121920123,-0.60799379,0.100406333,0.614695704,-0.48627028,-0.205366452
22.5,0.781744916318265,-0.236908026,-0.183335556,0.398569784,0.375138839,-0.408772524,0.193460258,1.135515286,-0.48627028,-0.398344209
23,0.784589948244662,-0.236908026,-0.088263981,0.644076648,0.121920123,-0.408772524,-0.17875544,1.005310391,-0.48627028,-0.398344209
23.5,0.781417381293373,-0.236908026,0.006807594,0.889583511,0.375138839,-0.408772524,0.193460258,0.614695704,-0.48627028,-0.012388695
24,0.784227359691992,-0.073453596,0.10187917,1.012336943,0.628357555,-0.408772524,0.379568107,0.614695704,-0.48627028,-0.012388695
24.5,0.782020026848458,-0.073453596,-0.183335556,1.135090374,0.628357555,-0.209551258,0.193460258,0.7449006,0.153143562,-0.012388695
25,0.786795525353895,-0.073453596,0.10187917,0.889583511,0.628357555,-0.209551258,0.565675956,0.484490809,0.153143562,0.180589061
25.5,0.785553996985455,0.090000834,0.006807594,0.398569784,0.375138839,-0.209551258,0.565675956,-0.036328773,0.153143562,0.373566818
26,0.787295582709158,-0.236908026,-0.088263981,0.153062921,0.628357555,0.388112541,0.565675956,-0.166533669,0.153143562,0.373566818
26.5,0.790020422682722,-0.563816886,-0.088263981,-0.215197374,0.375138839,0.388112541,0.472622031,0.224081018,0.472850483,-0.012388695
27,0.783728656258396,-0.400362456,-0.278407131,-0.460704237,0.375138839,0.388112541,0.565675956,0.354285913,0.792557404,-0.012388695
27.5,0.782420421985777,-0.400362456,0.10187917,-0.460704237,0.121920123,0.388112541,0.472622031,-0.036328773,0.153143562,-0.205366452
28,0.786095857614634,-0.400362456,0.10187917,-0.583457669,0.375138839,0.388112541,0.100406333,-0.166533669,0.472850483,-0.205366452
28.5,0.784755100097723,-0.236908026,0.196950745,-0.706211101,0.375138839,0.188891274,-0.17875544,0.224081018,0.472850483,-0.205366452
29,0.787398285593592,-0.073453596,0.387093895,-0.460704237,0.121920123,-0.408772524,-0.17875544,0.354285913,0.472850483,-0.012388695
29.5,0.782025549469393,0.090000834,0.387093895,-0.215197374,0.375138839,-0.408772524,-0.271809365,0.093876122,0.153143562,-0.012388695
30,0.778637026303677,-0.073453596,0.672308621,0.030309489,0.121920123,-0.408772524,-0.550971138,-0.166533669,-0.166563359,-0.012388695
30.5,0.782232849889195,0.090000834,0.387093895,-0.092443942,0.628357555,-0.60799379,-0.644025063,-0.166533669,-0.166563359,-0.012388695
31,0.784813153235683,0.090000834,0.196950745,0.030309489,0.121920123,-0.60799379,-0.644025063,-0.036328773,-0.48627028,-0.205366452
31.5,0.791378068572659,-0.236908026,-0.088263981,0.153062921,0.121920123,-0.60799379,-0.644025063,-0.036328773,-0.48627028,-0.398344209
32,0.783927727352195,-0.400362456,-0.183335556,-0.092443942,0.121920123,-0.60799379,-0.364863289,-0.296738564,-0.48627028,-0.591321966
32.5,0.768462260251702,-0.563816886,-0.373478707,-0.460704237,-0.131298594,-0.60799379,-0.17875544,-0.296738564,-0.166563359,-0.398344209
33,0.7799817971767,-0.563816886,-0.278407131,-0.460704237,-0.131298594,-0.60799379,-0.085701516,-0.036328773,0.153143562,-0.398344209
33.5,0.777486467263586,-0.563816886,-0.373478707,-0.583457669,0.121920123,-0.60799379,-0.085701516,0.354285913,0.153143562,-0.398344209
34,0.779976398882402,-0.400362456,-0.088263981,-0.337950806,0.121920123,-0.60799379,0.007352409,0.224081018,0.472850483,-0.398344209
34.5,0.78245171963959,-0.236908026,0.196950745,-0.215197374,0.121920123,-0.60799379,-0.17875544,-0.166533669,0.472850483,-0.205366452
35,0.782912556380749,0.090000834,0.387093895,-0.092443942,0.375138839,-0.60799379,-0.271809365,0.093876122,0.472850483,-0.012388695
35.5,0.777359035193385,0.253455264,0.672308621,0.153062921,0.628357555,-0.60799379,-0.457917214,-0.036328773,0.153143562,-0.205366452
36,0.781791281409657,0.253455264,0.196950745,0.275816353,0.881576272,-0.60799379,-0.364863289,-0.296738564,-0.166563359,-0.205366452
36.5,0.776209419609117,-0.073453596,0.767380196,0.275816353,0.375138839,-0.408772524,-0.17875544,-0.557148355,-0.166563359,-0.205366452
37,0.772613573621448,-0.073453596,0.387093895,-0.092443942,0.628357555,-0.408772524,-0.17875544,-0.557148355,-0.166563359,-0.205366452
37.5,0.776003866529195,-0.236908026,0.10187917,-0.215197374,0.628357555,-0.408772524,0.007352409,-0.296738564,-0.166563359,-0.012388695
38,0.776380420670491,-0.400362456,-0.183335556,-0.215197374,0.375138839,-0.408772524,-0.085701516,-0.42694346,-0.166563359,-0.205366452
38.5,0.765743357641782,-0.400362456,-0.373478707,0.030309489,0.121920123,-0.209551258,-0.085701516,-0.036328773,-0.166563359,-0.205366452
39,0.779092798300545,-0.563816886,-0.373478707,-0.460704237,0.121920123,-0.010329992,-0.364863289,0.093876122,-0.166563359,-0.012388695
39.5,0.773428862767999,-0.236908026,-0.943908158,-0.092443942,-0.131298594,-0.209551258,-0.364863289,-0.036328773,-0.166563359,0.180589061
40,0.772751670431818,-0.236908026,-0.658693432,-0.092443942,-0.38451731,-0.209551258,-0.550971138,0.484490809,-0.48627028,0.759522332
40.5,0.774061339948831,-0.236908026,0.006807594,-0.215197374,-0.131298594,-0.209551258,-0.364863289,0.354285913,-0.48627028,0.566544575
41,0.770357989247722,-0.236908026,0.006807594,-0.460704237,0.121920123,-0.010329992,-0.550971138,0.354285913,-0.48627028,0.759522332
41.5,0.766641735531732,-0.236908026,-0.183335556,-0.706211101,0.121920123,-0.209551258,-0.085701516,0.093876122,-0.48627028,0.566544575
42,0.77991269528134,-0.073453596,-0.088263981,-0.706211101,-0.131298594,-0.408772524,0.193460258,0.093876122,-0.48627028,0.566544575
42.5,0.774170984256955,-0.236908026,0.29202232,-0.951717964,-0.131298594,-0.408772524,-0.085701516,0.224081018,-0.48627028,0.373566818
43,0.772416717501596,-0.236908026,0.29202232,-0.951717964,-0.131298594,-0.209551258,0.100406333,-0.036328773,-0.166563359,-0.012388695
43.5,0.776650009343567,-0.073453596,0.10187917,-0.828964532,-0.38451731,-0.209551258,-0.17875544,0.093876122,0.472850483,-0.205366452
44,0.777870973399132,-0.236908026,0.006807594,-0.583457669,-0.38451731,-0.209551258,0.379568107,0.224081018,0.472850483,-0.012388695
44.5,0.778079722575181,-0.236908026,0.006807594,-0.706211101,-0.38451731,-0.209551258,0.100406333,-0.036328773,0.472850483,0.180589061
45,0.773276369071893,-0.073453596,0.482165471,-0.583457669,-0.131298594,-0.209551258,-0.085701516,0.093876122,0.472850483,0.180589061
45.5,0.765461024385395,0.090000834,0.29202232,-0.337950806,0.375138839,-0.010329992,0.007352409,-0.036328773,0.472850483,0.566544575
46,0.766633799310416,-0.073453596,0.006807594,-0.092443942,0.375138839,-0.209551258,0.007352409,-0.296738564,0.153143562,0.373566818
46.5,0.772794803942934,0.416909694,0.006807594,0.030309489,0.628357555,-0.209551258,0.007352409,-0.296738564,-0.48627028,0.373566818
