0,0.284,0.259273627,-0.374327383,-0.282305714,-0.398540044,-0.457539521,-0.109059952,-0.286968623,-0.270187116,-0.393674025,0.460754193,-0.414404489
0.5,0.283035844563086,0.539439633,-0.202222839,-0.282305714,0.207758197,-0.095371035,-0.032687437,0.379367189,0.597187253,-0.393674025,0.940456631,-0.414404489
1,0.284071689126173,0.131197738,-0.305485566,-0.282305714,0.086498549,-0.167804732,0.013136073,0.246100027,0.336974943,-0.393674025,0.652635168,-0.414404489
1.5,0.283107533689259,0.179226197,-0.030118295,-0.282305714,0.005658784,-0.216093863,0.196430109,0.157255252,0.163500069,-0.393674025,1.42015907,-0.214883791
2,0.281143378252346,0.579463348,0.314090793,-0.282305714,0.005658784,-0.216093863,0.50192017,0.157255252,0.163500069,-0.393674025,1.899861509,-0.214883791
2.5,0.283179222815432,0.579463348,0.658299881,-0.282305714,0.005658784,-0.216093863,0.654665201,0.157255252,0.163500069,-0.393674025,1.899861509,-0.214883791
3,0.285215067378519,0.339321057,0.658299881,-0.282305714,0.005658784,0.025351794,0.50192017,0.157255252,0.163500069,-0.393674025,1.66001029,-0.214883791
3.5,0.283250911941605,0.339321057,0.486195337,-0.282305714,-0.398540044,-0.216093863,0.807410231,-0.286968623,-0.487030708,-0.016230089,1.42015907,-0.214883791
4,0.286286756504692,0.579463348,0.486195337,-0.282305714,-0.398540044,-0.216093863,0.654665201,-0.286968623,-0.487030708,0.361213846,1.42015907,-0.214883791
4.5,0.288322601067779,0.579463348,0.141986249,-0.282305714,-0.398540044,0.025351794,0.34917514,-0.286968623,-0.270187116,0.361213846,0.700605412,-0.414404489
5,0.285358445630865,0.579463348,-0.202222839,-0.282305714,-0.398540044,0.025351794,0.043685079,-0.286968623,0.163500069,0.361213846,0.220902973,-0.414404489
5.5,0.287394290193951,0.419368488,-0.202222839,-0.282305714,-0.398540044,0.025351794,0.196430109,-0.286968623,-0.053343524,0.361213846,0.220902973,-0.414404489
6,0.291430134757038,0.659510779,-0.374327383,-0.282305714,-0.398540044,-0.216093863,0.043685079,-0.286968623,-0.053343524,0.361213846,-0.018948246,-0.414404489
6.5,0.293465979320125,0.659510779,0.141986249,-0.282305714,-0.398540044,-0.216093863,-0.261804982,-0.286968623,-0.053343524,-0.016230089,-0.258799466,-0.414404489
7,0.291501823883211,0.579463348,0.314090793,-0.282305714,-0.398540044,-0.216093863,-0.109059952,-0.286968623,0.380343661,-0.016230089,-0.018948246,-0.214883791
7.5,0.293537668446297,0.659510779,0.658299881,-0.282305714,-0.398540044,-0.457539521,-0.109059952,-0.286968623,0.380343661,-0.016230089,-0.258799466,-0.214883791
8,0.289573513009384,0.419368488,0.830404425,-0.282305714,-0.398540044,-0.457539521,-0.109059952,-0.286968623,0.163500069,-0.016230089,-0.258799466,-0.214883791
8.5,0.292609357572471,0.579463348,0.486195337,-0.282305714,0.005658784,-0.457539521,-0.261804982,-0.286968623,0.163500069,-0.016230089,-0.258799466,-0.214883791
9,0.289645202135557,0.339321057,0.486195337,-0.282305714,0.005658784,-0.457539521,-0.261804982,-0.286968623,0.163500069,-0.016230089,-0.258799466,-0.214883791
9.5,0.288681046698643,0.019131336,-0.030118295,-0.282305714,0.005658784,-0.457539521,-0.261804982,-0.286968623,0.380343661,-0.016230089,0.460754193,-0.214883791
10,0.28871689126173,0.019131336,-0.030118295,-0.282305714,0.005658784,-0.457539521,-0.261804982,-0.286968623,-0.053343524,-0.393674025,0.220902973,-0.414404489
10.5,0.286752735824817,-0.060916094,-0.374327383,-0.282305714,0.005658784,-0.457539521,-0.109059952,-0.286968623,-0.270187116,-0.393674025,0.220902973,-0.414404489
11,0.287788580387903,-0.060916094,-0.374327383,-0.282305714,0.005658784,-0.457539521,-0.109059952,-0.286968623,-0.487030708,-0.393674025,0.220902973,-0.414404489
11.5,0.29082442495099,-0.060916094,-0.374327383,-0.282305714,-0.398540044,-0.216093863,-0.261804982,-0.286968623,-0.487030708,-0.393674025,0.220902973,-0.414404489
12,0.290860269514076,0.339321057,-0.374327383,0.061969547,-0.398540044,0.025351794,-0.261804982,0.157255252,-0.487030708,-0.393674025,0.220902973,-0.414404489
12.5,0.289896114077163,0.659510779,-0.374327383,0.061969547,-0.398540044,0.025351794,-0.109059952,0.157255252,-0.487030708,-0.393674025,-0.498650685,-0.414404489
13,0.289931958640249,0.89965307,-0.030118295,0.75052007,-0.398540044,0.025351794,0.196430109,0.601479127,-0.270187116,0.361213846,-0.258799466,0.184157604
13.5,0.293967803203336,0.739558209,0.141986249,1.094795331,-0.398540044,0.508243109,0.807410231,1.045703002,-0.270187116,0.361213846,-0.018948246,0.583198999
14,0.292003647766422,0.9797005,0.830404425,1.439070593,-0.398540044,0.749688767,0.960155262,1.045703002,0.380343661,0.738657782,0.220902973,1.181761092
14.5,0.296039492329509,0.659510779,1.002508969,1.439070593,-0.398540044,0.991134424,1.265645322,1.045703002,0.597187253,0.738657782,0.220902973,1.780323185
15,0.299075336892595,0.179226197,1.002508969,1.094795331,0.005658784,0.991134424,1.418390353,0.601479127,0.597187253,1.116101717,0.220902973,2.378885278
15.5,0.297111181455682,-0.060916094,1.346718058,1.094795331,0.005658784,0.991134424,1.265645322,0.601479127,0.380343661,1.116101717,0.220902973,3.376488767
16,0.295147026018768,-0.140963525,0.830404425,0.75052007,0.409857611,1.232580082,0.807410231,0.157255252,0.597187253,0.361213846,0.220902973,2.777926674
16.5,0.301182870581855,-0.060916094,0.830404425,0.406244808,0.814056438,0.991134424,0.196430109,-0.286968623,1.030874438,0.361213846,-0.018948246,2.578405976
17,0.304218715144941,0.179226197,0.314090793,0.406244808,1.218255266,0.749688767,0.196430109,-0.286968623,0.814030846,-0.016230089,-0.258799466,2.179364581
17.5,0.304254559708028,0.259273627,0.141986249,0.406244808,1.218255266,0.266797452,-0.109059952,-0.286968623,0.814030846,0.738657782,-0.258799466,1.979843883
18,0.306290404271114,0.339321057,0.486195337,0.406244808,0.814056438,0.266797452,0.196430109,-0.286968623,1.030874438,0.361213846,-0.258799466,1.780323185
18.5,0.306326248834201,0.339321057,0.141986249,0.406244808,0.814056438,0.508243109,0.50192017,-0.286968623,1.464561623,0.738657782,-0.258799466,1.580802488
19,0.307362093397287,0.339321057,0.314090793,0.061969547,0.409857611,0.266797452,1.112900292,-0.286968623,1.030874438,0.738657782,-0.258799466,2.179364581
19.5,0.301397937960374,0.499415918,0.314090793,0.061969547,0.005658784,0.266797452,0.960155262,-0.286968623,0.597187253,0.738657782,-0.258799466,2.777926674
20,0.30143378252346,0.179226197,0.141986249,0.061969547,-0.398540044,0.266797452,0.807410231,-0.286968623,0.163500069,1.116101717,-0.258799466,2.977447371
20.5,0.302469627086547,0.419368488,0.486195337,0.061969547,-0.398540044,0.508243109,0.960155262,-0.286968623,-0.053343524,0.361213846,-0.258799466,2.977447371
21,0.299505471649633,0.499415918,0.314090793,0.061969547,0.005658784,0.266797452,1.265645322,-0.286968623,-0.270187116,0.361213846,-0.018948246,2.777926674
21.5,0.29754131621272,0.499415918,0.314090793,0.406244808,0.409857611,0.025351794,1.112900292,-0.286968623,-0.270187116,-0.016230089,0.220902973,2.378885278
22,0.296577160775806,0.339321057,0.141986249,0.406244808,0.409857611,0.266797452,0.807410231,-0.286968623,-0.270187116,-0.016230089,0.700605412,2.179364581
