0,0.1,-0.524754171,0.235698807,-0.789485446,-0.444215015,-0.513360349,-0.857050454,0.310346579,-0.830885874,-0.134486145,-0.876218744,-0.6951064,-0.719010962,-0.516150736
0.5,0.090970919719389,-0.524754171,0.099360999,-0.476089968,-0.295607598,-0.513360349,-0.815968358,-0.080677098,-0.433936422,0.096445778,-0.544351171,-0.55849458,-0.754223282,-0.516150736
1,0.088941839438777,-0.402633258,-0.146047057,-0.288052682,-0.206443148,-0.513360349,-0.889916131,-0.158881833,-0.076681916,-0.134486145,-0.663823497,-0.257948575,-0.690841106,-0.516150736
1.5,0.087912759158166,-0.321219316,-0.309652427,-0.371624809,0.075910943,-0.513360349,-0.610557876,-0.211018324,-0.136224333,-0.288440761,-0.477977656,-0.42188276,-0.719010962,-0.516150736
2,0.096883678877555,-0.321219316,-0.309652427,-0.371624809,0.596036901,-0.32738713,-0.692722069,-0.211018324,0.161487755,-0.134486145,-0.477977656,-0.330808213,-0.085189206,-0.516150736
2.5,0.095854598596944,-0.117684462,-0.582328045,-0.371624809,0.298822068,-0.32738713,-0.692722069,-0.080677098,0.260725118,0.019468471,-0.079736568,-0.42188276,0.055660073,0.421029301
3,0.097825518316332,-0.117684462,-0.718665854,-0.371624809,0.298822068,-0.32738713,-0.281901106,0.180005353,0.161487755,-0.134486145,0.18575749,-0.604031853,0.196509352,0.421029301
3.5,0.094796438035721,-0.117684462,-0.582328045,-0.580555127,0.298822068,-0.32738713,-0.446229491,0.440687804,-0.036986971,-0.288440761,0.053010461,-0.604031853,0.055660073,0.421029301
4,0.09576735775511,-0.015917035,-0.309652427,-0.580555127,0.373125776,-0.32738713,-0.035408529,0.440687804,-0.334699059,-0.288440761,0.18575749,-0.6951064,-0.085189206,0.421029301
4.5,0.102738277474498,-0.219451889,-0.173314619,-0.371624809,0.001607235,0.044559307,-0.035408529,0.440687804,-0.136224333,-0.288440761,0.18575749,-0.239733666,0.055660073,0.733422647
5,0.091709197193887,-0.117684462,-0.173314619,-0.371624809,-0.22130389,-0.141413912,-0.035408529,0.310346579,0.062250392,-0.442395377,0.053010461,0.124564522,-0.085189206,0.733422647
5.5,0.106680116913276,-0.219451889,-0.173314619,-0.162694491,0.150214652,-0.141413912,-0.199736914,-0.080677098,-0.036986971,-0.134486145,-0.079736568,0.215639069,-0.085189206,-0.20375739
6,0.106651036632664,-0.321219316,-0.309652427,-0.162694491,0.22451836,0.044559307,-0.364065299,-0.341359549,0.062250392,0.019468471,0.053010461,0.306713616,-0.296463125,-0.20375739
6.5,0.106621956352053,-0.015917035,-0.173314619,0.046235828,-0.072696473,0.044559307,-0.281901106,-0.471700775,-0.036986971,0.019468471,0.31850452,0.397788162,-0.366887764,0.108635955
7,0.108592876071442,0.085850392,-0.173314619,0.255166146,-0.072696473,0.230532526,-0.610557876,-0.080677098,-0.036986971,0.019468471,0.451251549,0.124564522,-0.085189206,0.108635955
7.5,0.10956379579083,0.289385246,-0.309652427,0.464096464,0.22451836,0.044559307,-0.939214646,0.180005353,-0.036986971,0.019468471,0.18575749,0.306713616,0.055660073,-0.20375739
8,0.106534715510219,0.798222381,0.235698807,0.464096464,0.447429485,0.230532526,-0.610557876,0.310346579,-0.235461696,0.019468471,0.451251549,-0.057584572,-0.014764567,0.108635955
8.5,0.108505635229608,0.798222381,0.372036616,0.255166146,0.298822068,0.416505744,-0.117572721,0.310346579,-0.235461696,-0.442395377,0.18575749,-0.148659119,-0.085189206,0.108635955
9,0.106476554948997,1.408826944,0.508374425,0.464096464,0.150214652,0.230532526,-0.117572721,0.440687804,0.161487755,-0.750304609,-0.079736568,0.033489975,-0.014764567,0.108635955
9.5,0.105447474668385,1.917664079,0.508374425,0.881957101,0.22451836,0.602478963,0.046755664,0.440687804,0.65767457,-0.750304609,-0.212483598,-0.330808213,0.40778327,-0.20375739
10,0.119418394387774,2.426501215,0.781050042,0.464096464,-0.147000182,1.160398619,0.128919856,-0.080677098,0.459199844,-0.596349993,-0.345230627,-0.239733666,0.196509352,0.108635955
10.5,0.097389314107163,2.426501215,0.917387851,0.255166146,-0.369911306,0.974425401,0.621905011,-0.211018324,0.062250392,-0.288440761,0.053010461,-0.877255494,0.055660073,0.108635955
