0,0.053,-0.93824405,0.039773939,-0.222689563,0.118221527,-0.495920719,-0.729366482,-1.373706297,0.233491742,-0.54637687,-1.41880558,-0.887071608,-0.064100049,-0.566385284,-0.854502916,-0.608372682
0.5,0.052988871544355,-0.997001818,0.1444422,-0.338432579,0.2299621,-0.495920719,-0.436996166,-0.767552433,-0.001409407,-0.096461793,-0.936728782,-0.123881086,-0.064100049,-0.566385284,-0.608984321,-0.33846466
1,0.053977743088711,-1.032256479,-0.04396067,-0.407878388,0.297006444,-0.495920719,-0.261573976,-0.500844733,-0.142350096,-0.042471983,-0.776036517,0.040968067,0.656462568,-0.566385284,-0.34382424,-0.500409474
1.5,0.057966614633066,-1.055759587,0.039773939,-0.222689563,0.118221527,-0.495920719,-0.339539394,-0.565501145,-0.001409407,0.173487254,-0.883164694,0.150867502,0.386251586,-0.566385284,-0.461673165,-0.608372682
2,0.053955486177421,-0.93824405,-0.169562582,0.471768533,0.2299621,-0.495920719,-0.339539394,0.000242462,-0.236310556,0.173487254,-0.776036517,0.639309437,0.386251586,-0.566385284,-0.068843414,-0.473418671
2.5,0.053944357721776,-0.703212975,-0.169562582,0.471768533,0.56518382,-0.495920719,-0.339539394,0.242704007,-0.236310556,0.173487254,-0.668908339,0.639309437,0.536368798,-0.566385284,0.225778899,-0.473418671
3,0.051933229266132,-0.585697438,-0.378899104,0.703254565,0.2299621,-0.495920719,-0.14462585,0.323524522,-0.001409407,-0.006478777,-0.668908339,0.639309437,0.386251586,-0.566385284,0.323986337,-0.473418671
3.5,0.056922100810487,-0.468181901,-0.378899104,0.703254565,0.453443247,-0.495920719,-0.14462585,-0.080578054,0.233491742,-0.006478777,-0.990292871,0.578254195,0.386251586,-0.566385284,0.029364024,-0.608372682
4,0.057910972354842,-0.350666363,-0.169562582,0.703254565,0.341702673,-0.495920719,-0.14462585,-0.080578054,0.233491742,-0.006478777,-1.204549226,0.76141992,-0.214217261,-0.566385284,-0.363465727,-0.33846466
4.5,0.054899843899197,0.119395786,-0.378899104,0.471768533,0.341702673,-0.495920719,-0.14462585,-0.080578054,-0.001409407,-0.366410839,-1.204549226,0.700364679,-0.064100049,-0.283475552,-0.167050852,-0.33846466
5,0.054888715443552,0.119395786,-0.169562582,0.008796469,0.341702673,-0.495920719,0.050287694,-0.323039599,0.233491742,-0.366410839,-0.990292871,0.39508847,0.086017162,-0.283475552,-0.363465727,-0.203510649
5.5,0.050877586987908,0.35442686,0.039773939,0.471768533,0.006480953,-0.495920719,0.245201238,-0.48468063,0.233491742,-0.186444808,-0.776036517,0.334033228,-0.064100049,-0.283475552,-0.559880603,-0.203510649
6,0.048866458532263,0.589457935,0.039773939,0.240282501,0.006480953,-0.495920719,0.635028326,0.161883492,-0.236310556,-0.006478777,-0.561780162,0.211922744,0.086017162,-0.283475552,-0.559880603,-0.473418671
6.5,0.048855330076618,0.942004547,-0.169562582,0.471768533,-0.328740767,-0.210908812,0.82994187,0.485165553,-0.471211704,-0.006478777,-0.561780162,-0.093353465,0.086017162,-0.283475552,-0.363465727,-0.473418671
7,0.045844201620973,1.059520084,-0.378899104,0.703254565,-0.328740767,0.074103096,0.82994187,0.242704007,-0.471211704,-0.006478777,-0.561780162,-0.642850641,0.236134374,-0.000565819,-0.363465727,-0.473418671
7.5,0.046833073165329,0.82448901,-0.378899104,1.166226629,-0.217000194,0.359115004,0.82994187,0.404345038,-0.236310556,0.173487254,-0.454651985,-0.642850641,0.386251586,0.282343913,-0.559880603,-0.203510649
8,0.044821944709684,0.942004547,-0.169562582,1.166226629,-0.328740767,0.359115004,0.635028326,0.565986068,-0.236310556,0.173487254,-0.668908339,-0.398629674,0.68648601,0.282343913,-0.363465727,-0.473418671
8.5,0.044810816254039,0.589457935,-0.169562582,0.703254565,-0.328740767,0.359115004,0.440114782,0.727627099,-0.236310556,-0.006478777,-0.883164694,-0.27651919,0.536368798,0.282343913,-0.363465727,-0.33846466
9,0.043799687798394,0.35442686,-0.169562582,0.703254565,0.2299621,0.359115004,-0.14462585,0.323524522,-0.236310556,-0.186444808,-0.990292871,-0.215463948,0.236134374,0.282343913,-0.559880603,-0.33846466
9.5,0.04278855934275,-0.115635289,-0.169562582,0.703254565,0.2299621,0.074103096,-0.534452938,0.323524522,-0.236310556,-0.366410839,-0.883164694,-0.093353465,0.086017162,0.282343913,-0.756295478,-0.203510649
10,0.047777430887105,-0.233150826,0.039773939,0.934740597,0.341702673,0.074103096,-0.729366482,0.404345038,-0.001409407,-0.006478777,-0.883164694,0.272977986,-0.214217261,-0.000565819,-0.461673165,-0.33846466
10.5,0.04476630243146,-0.350666363,0.249110461,0.703254565,0.453443247,-0.210908812,-0.729366482,0.242704007,-0.001409407,0.173487254,-0.990292871,0.39508847,-0.514451685,-0.566385284,0.029364024,-0.608372682
11,0.047755173975815,-0.468181901,-0.169562582,0.471768533,0.453443247,0.359115004,-0.729366482,-0.242219084,-0.001409407,0.533419316,-0.883164694,0.211922744,-0.814686109,-0.283475552,0.127571462,-0.473418671
11.5,0.053744045520171,-0.468181901,-0.169562582,0.471768533,0.788664967,0.359115004,-0.729366482,-0.403860115,-0.001409407,0.893351378,-0.883164694,0.089812261,-0.664568897,-0.283475552,0.225778899,-0.608372682
12,0.053732917064526,-0.350666363,-0.169562582,0.471768533,0.56518382,0.359115004,-0.729366482,-0.403860115,0.233491742,1.253283441,-0.668908339,0.211922744,-0.664568897,-0.283475552,0.422193775,-0.33846466
12.5,0.051721788608881,-0.115635289,0.877120025,0.471768533,0.676924394,0.359115004,-0.339539394,-0.64632166,0.46839289,1.433249472,-0.561780162,0.211922744,-0.364334473,-0.283475552,0.422193775,-0.068556638
13,0.057710660153236,0.001880249,0.667783504,0.240282501,0.56518382,0.074103096,-0.14462585,-0.323039599,0.233491742,0.893351378,-0.347523807,-0.032298223,0.386251586,-0.000565819,0.225778899,-0.203510649
13.5,0.056699531697592,0.82448901,0.667783504,0.240282501,0.453443247,0.359115004,-0.14462585,-0.080578054,-0.001409407,0.533419316,-0.24039563,-0.27651919,0.836603222,0.565253645,0.029364024,-0.068556638
14,0.057688403241947,0.82448901,0.667783504,0.471768533,0.900405541,0.074103096,0.050287694,0.323524522,-0.236310556,0.353453285,-0.133267453,-0.154408707,0.836603222,0.282343913,-0.265258289,0.066397374
14.5,0.060677274786302,1.059520084,0.458446982,0.240282501,0.788664967,0.074103096,0.050287694,0.485165553,-0.236310556,0.173487254,-0.133267453,-0.093353465,1.136837646,0.282343913,-0.363465727,0.066397374
15,0.061666146330657,0.942004547,0.458446982,0.471768533,0.56518382,0.074103096,0.440114782,0.404345038,-0.471211704,-0.186444808,-0.133267453,-0.27651919,1.286954858,0.282343913,-0.559880603,-0.068556638
15.5,0.060655017875013,0.942004547,-0.378899104,0.240282501,0.676924394,0.359115004,0.245201238,0.485165553,-0.706112853,-0.186444808,0.080988902,-0.459684916,0.986720434,0.282343913,-0.461673165,-0.608372682
