0,0.376,0.253189255,0.604201349,0.244394232,0.429580847,-0.275819653,0.926683162,1.059701181,-0.199587253,-0.322046317,0.300520558,0.891641524,1.623235264,1.474683003,0.839545449
0.5,0.387044315277302,0.566689114,0.375523675,0.429016795,0.239253373,-0.275819653,0.800580327,0.846914493,-0.199587253,-0.378116714,0.137361348,0.560047091,1.094335064,1.593639196,1.144003266
1,0.390088630554605,0.378589199,0.23831707,0.687488382,0.581842826,-0.275819653,1.070800689,0.88947183,0.653363129,-0.411758952,0.431047927,0.626365977,1.50234379,1.665012911,1.260250796
1.5,0.393132945831907,0.566689114,0.146846001,0.982884481,0.810235795,-0.275819653,1.034771307,1.059701181,0.511204732,-0.209905524,0.626838979,0.891641524,1.321006579,1.665012911,1.393105117
2,0.411177261109209,0.566689114,0.146846001,1.352129606,0.810235795,-0.275819653,1.32300636,1.414345662,0.511204732,0.350798444,0.626838979,0.891641524,1.472120921,1.950507774,2.002020751
2.5,0.404221576386511,0.253189255,0.146846001,1.844456438,1.190890743,-0.275819653,1.214918215,1.485274558,0.511204732,0.575080032,0.9531574,0.449515613,1.472120921,2.045672728,2.278800584
3,0.385265891663814,0.253189255,-0.310509347,2.090619854,1.190890743,-0.275819653,1.214918215,1.62713235,0.511204732,0.799361619,1.279475821,0.670578569,1.169892236,1.902925297,2.500224451
3.5,0.370310206941116,-0.060310603,0.146846001,1.967538146,1.190890743,-0.275819653,1.431094505,1.698061246,0.511204732,0.799361619,1.605794242,0.670578569,1.623235264,2.045672728,2.168088651
4,0.369354522218418,-0.060310603,0.146846001,2.090619854,0.810235795,-0.275819653,1.178888834,1.698061246,-0.199587253,1.135783999,1.279475821,1.333767434,1.018777893,1.760177866,1.891308817
4.5,0.364398837495721,-0.373810461,0.146846001,1.967538146,0.429580847,-0.275819653,1.431094505,1.556203454,-0.199587253,1.247924793,1.279475821,1.112704479,1.169892236,1.902925297,1.891308817
5,0.363443152773023,-0.373810461,0.604201349,2.336783271,0.429580847,-0.275819653,1.250947597,1.343416765,-0.199587253,0.799361619,1.279475821,1.333767434,1.321006579,1.950507774,1.725240917
5.5,0.362487468050325,-0.373810461,0.604201349,2.213701563,0.429580847,-0.275819653,1.286976978,1.556203454,-0.199587253,0.799361619,0.9531574,1.55483039,1.169892236,1.85534282,1.725240917
6,0.381531783327627,-0.373810461,0.604201349,2.459864979,0.048925899,-0.275819653,1.250947597,1.201558973,-0.199587253,0.799361619,0.300520558,1.112704479,1.472120921,1.665012911,1.33774915
6.5,0.38557609860493,-0.373810461,0.146846001,2.706028395,0.048925899,-0.275819653,1.250947597,1.059701181,0.511204732,1.247924793,0.300520558,1.112704479,1.018777893,1.569847957,1.448461083
7,0.392620413882232,-0.373810461,0.146846001,2.459864979,0.048925899,-0.275819653,1.250947597,1.130630077,0.511204732,1.023643206,0.300520558,1.112704479,1.169892236,1.712595388,1.725240917
7.5,0.389664729159534,-0.373810461,0.604201349,2.336783271,0.048925899,-0.275819653,0.998741925,1.059701181,0.511204732,1.023643206,-0.025797863,0.891641524,1.169892236,1.52226548,1.614528984
8,0.386709044436836,-0.060310603,0.146846001,1.967538146,0.048925899,-0.275819653,1.142859452,1.201558973,0.511204732,1.135783999,-0.025797863,0.891641524,1.169892236,1.569847957,1.448461083
8.5,0.383753359714139,-0.060310603,0.146846001,1.844456438,0.048925899,-0.275819653,0.962712544,0.775985597,0.511204732,1.135783999,-0.025797863,0.891641524,1.321006579,1.379518049,1.393105117
9,0.385797674991441,0.253189255,0.146846001,1.352129606,0.429580847,0.24706659,0.998741925,1.059701181,0.511204732,0.911502412,-0.025797863,1.112704479,0.716549207,1.379518049,1.33774915
9.5,0.380841990268743,0.566689114,0.146846001,1.105966189,1.190890743,0.24706659,0.854624399,1.130630077,-0.199587253,0.911502412,-0.025797863,1.112704479,0.86766355,1.046440709,1.448461083
10,0.378886305546045,0.880188972,0.604201349,0.859802773,1.190890743,0.24706659,0.854624399,1.059701181,-0.199587253,1.135783999,0.9531574,0.449515613,0.86766355,0.998858231,1.282393183
10.5,0.378930620823348,1.19368883,0.146846001,0.859802773,1.571545691,0.24706659,0.962712544,1.201558973,-0.199587253,1.023643206,1.279475821,0.449515613,1.018777893,1.046440709,1.282393183
11,0.37697493610065,0.880188972,0.146846001,0.490557649,1.571545691,0.24706659,1.142859452,0.988772285,-0.199587253,0.799361619,1.279475821,0.449515613,0.86766355,0.8561108,1.448461083
11.5,0.374019251377952,1.19368883,0.604201349,0.490557649,1.571545691,0.24706659,1.286976978,1.130630077,-0.199587253,0.687220825,1.605794242,0.449515613,1.169892236,1.046440709,1.780596884
12,0.373063566655255,1.19368883,0.604201349,0.367475941,1.571545691,-0.275819653,1.467123886,0.988772285,-0.199587253,0.799361619,2.911067926,0.228452658,1.321006579,1.046440709,2.112732684
12.5,0.375107881932557,0.880188972,0.604201349,0.490557649,0.810235795,-0.275819653,1.719329558,1.059701181,-0.199587253,0.575080032,2.584749505,0.228452658,1.321006579,1.284353094,2.168088651
13,0.384152197209859,0.880188972,0.604201349,0.613639357,0.810235795,-0.275819653,1.863447084,0.846914493,-0.199587253,0.462939238,1.605794242,0.449515613,1.774349607,1.284353094,2.500224451
13.5,0.390196512487161,0.566689114,0.604201349,0.736721065,0.810235795,-0.275819653,1.899476466,0.634127804,-0.199587253,0.350798444,1.605794242,0.891641524,1.472120921,1.236770617,2.389512518
14,0.395240827764464,0.880188972,0.604201349,0.859802773,0.810235795,-0.275819653,1.899476466,0.775985597,-0.199587253,0.575080032,2.258431084,0.891641524,1.623235264,1.379518049,2.278800584
14.5,0.398285143041766,0.880188972,0.604201349,0.613639357,0.429580847,-0.275819653,1.899476466,0.7050567,-0.199587253,0.687220825,1.932112663,1.112704479,0.86766355,1.331935571,1.614528984
15,0.393329458319068,1.19368883,0.604201349,0.736721065,0.429580847,-0.275819653,1.719329558,0.563198908,-0.199587253,0.687220825,0.9531574,1.333767434,0.86766355,1.284353094,1.227037216
15.5,0.391373773596371,1.19368883,0.604201349,0.736721065,0.429580847,-0.275819653,1.611241413,0.421341116,-0.199587253,0.462939238,0.9531574,1.55483039,1.169892236,1.379518049,1.50381705
16,0.386418088873673,0.880188972,0.146846001,0.982884481,0.810235795,-0.275819653,1.467123886,0.988772285,-0.199587253,0.350798444,1.279475821,1.112704479,0.86766355,1.807760343,1.393105117
16.5,0.377462404150975,0.880188972,0.146846001,0.982884481,0.429580847,-0.275819653,1.250947597,1.059701181,-0.199587253,0.350798444,0.9531574,1.112704479,1.321006579,1.998090251,1.725240917
17,0.386506719428277,0.566689114,0.146846001,1.598293022,0.810235795,-0.275819653,1.32300636,1.272487869,-0.199587253,0.911502412,0.9531574,1.333767434,1.018777893,2.093255206,1.780596884
17.5,0.38555103470558,1.19368883,0.146846001,1.844456438,1.190890743,-0.275819653,1.142859452,1.272487869,-0.199587253,0.911502412,0.9531574,1.112704479,1.321006579,2.093255206,2.002020751
18,0.390595349982882,0.566689114,0.146846001,1.844456438,0.810235795,-0.275819653,1.034771307,1.272487869,-0.199587253,1.360065587,1.605794242,0.891641524,1.623235264,1.998090251,2.278800584
18.5,0.387639665260184,0.880188972,0.604201349,2.213701563,1.190890743,-0.275819653,1.10683007,1.485274558,-0.199587253,1.584347174,1.605794242,0.891641524,1.321006579,1.998090251,1.891308817
19,0.390683980537486,1.19368883,1.061556697,2.213701563,1.190890743,-0.275819653,0.998741925,1.343416765,-0.199587253,1.920769554,1.279475821,1.112704479,1.472120921,1.52226548,2.002020751
19.5,0.395728295814789,1.507188689,1.061556697,1.967538146,1.571545691,-0.275819653,1.214918215,1.62713235,-0.199587253,1.920769554,1.932112663,1.112704479,1.321006579,1.331935571,1.83595285
20,0.395772611092091,1.820688547,1.061556697,1.598293022,1.190890743,-0.275819653,1.034771307,1.485274558,-0.199587253,1.247924793,1.605794242,0.670578569,1.321006579,1.236770617,1.725240917
20.5,0.394816926369393,1.19368883,0.604201349,1.352129606,0.810235795,-0.275819653,1.10683007,1.556203454,-0.199587253,1.360065587,1.605794242,0.670578569,1.169892236,1.379518049,1.559173017
21,0.393861241646696,1.19368883,0.604201349,1.229047897,0.810235795,-0.275819653,1.214918215,1.839919038,-0.199587253,1.023643206,0.626838979,0.670578569,1.018777893,1.474683003,1.448461083
21.5,0.385905556923998,0.880188972,0.146846001,0.736721065,0.810235795,-0.275819653,1.034771307,1.839919038,-0.199587253,1.023643206,0.626838979,0.670578569,1.472120921,1.141605663,1.393105117
22,0.3849498722013,0.566689114,-0.310509347,0.490557649,0.429580847,-0.275819653,1.286976978,1.839919038,-0.199587253,0.687220825,0.9531574,0.670578569,1.321006579,1.236770617,1.448461083
22.5,0.384994187478602,0.566689114,0.146846001,0.613639357,0.429580847,-0.275819653,1.142859452,1.839919038,-0.199587253,0.799361619,0.300520558,0.228452658,1.018777893,1.284353094,1.614528984
23,0.385038502755905,0.253189255,0.146846001,0.736721065,0.429580847,-0.275819653,1.178888834,1.768990142,-0.199587253,1.023643206,0.626838979,0.228452658,1.623235264,1.284353094,1.614528984
23.5,0.397082818033207,0.253189255,0.604201349,0.982884481,0.429580847,0.24706659,1.286976978,1.62713235,-0.199587253,1.023643206,0.626838979,0.228452658,1.623235264,1.18918814,1.725240917
24,0.394127133310509,0.253189255,0.604201349,1.105966189,0.810235795,0.24706659,1.359035742,1.485274558,-0.199587253,1.023643206,0.9531574,0.449515613,1.623235264,1.18918814,1.50381705
24.5,0.397171448587812,0.253189255,0.604201349,1.105966189,0.429580847,0.769952833,1.359035742,1.556203454,-0.199587253,1.135783999,0.9531574,0.670578569,1.472120921,1.569847957,1.614528984
25,0.387215763865114,0.253189255,0.604201349,0.982884481,0.810235795,0.769952833,1.250947597,1.343416765,-0.199587253,1.023643206,0.626838979,0.449515613,1.774349607,1.52226548,1.50381705
25.5,0.388260079142416,-0.060310603,0.146846001,0.859802773,0.429580847,0.769952833,1.286976978,1.556203454,-0.199587253,0.799361619,0.626838979,0.891641524,1.623235264,1.617430434,1.282393183
26,0.375304394419718,0.253189255,0.146846001,0.736721065,0.429580847,0.769952833,1.10683007,1.839919038,0.511204732,0.687220825,-0.025797863,0.891641524,1.169892236,1.712595388,1.227037216
26.5,0.377348709697021,-0.060310603,0.146846001,0.367475941,0.429580847,0.24706659,0.998741925,1.839919038,0.511204732,0.575080032,-0.025797863,1.112704479,1.169892236,1.569847957,1.17168125
27,0.382393024974323,-0.060310603,0.604201349,0.244394232,0.048925899,0.24706659,0.818595017,1.768990142,1.221996718,0.462939238,0.300520558,1.112704479,1.169892236,1.712595388,1.559173017
27.5,0.390437340251625,-0.060310603,0.604201349,0.121312524,0.048925899,0.24706659,0.818595017,1.62713235,1.221996718,0.126516857,1.605794242,0.670578569,0.86766355,1.379518049,1.559173017
28,0.390481655528927,-0.060310603,0.604201349,0.367475941,-0.331729049,0.24706659,0.710506873,1.768990142,1.221996718,0.126516857,1.932112663,0.670578569,1.018777893,1.236770617,1.448461083
28.5,0.39552597080623,-0.060310603,0.604201349,0.736721065,0.429580847,1.292839076,0.818595017,1.343416765,1.221996718,0.687220825,2.258431084,0.891641524,1.169892236,1.141605663,1.17168125
29,0.392570286083532,-0.373810461,0.604201349,0.736721065,0.810235795,1.292839076,0.782565636,1.485274558,0.511204732,0.687220825,2.584749505,1.333767434,1.321006579,0.998858231,1.33774915
29.5,0.394614601360834,-0.373810461,0.604201349,1.105966189,1.571545691,1.292839076,0.926683162,1.910847934,0.511204732,0.575080032,3.237386347,1.333767434,1.321006579,1.046440709,1.66988495
30,0.388658916638137,-0.373810461,0.146846001,1.475211314,1.571545691,1.292839076,0.890653781,1.910847934,-0.199587253,0.575080032,2.584749505,1.112704479,1.321006579,0.998858231,1.50381705
30.5,0.384703231915439,-0.060310603,0.146846001,2.090619854,1.571545691,0.769952833,1.286976978,1.98177683,-0.199587253,0.687220825,1.605794242,1.333767434,1.472120921,1.18918814,1.448461083
31,0.384747547192741,-0.060310603,0.146846001,2.336783271,1.952200638,1.292839076,1.503153268,1.698061246,-0.199587253,1.023643206,1.279475821,1.55483039,1.321006579,1.379518049,1.448461083
31.5,0.376791862470043,0.253189255,0.604201349,2.459864979,1.190890743,0.24706659,1.503153268,1.62713235,-0.199587253,0.911502412,1.279475821,1.112704479,1.623235264,1.284353094,1.83595285
32,0.367836177747346,0.566689114,1.061556697,2.829110103,0.810235795,0.24706659,1.431094505,1.485274558,-0.199587253,0.911502412,0.9531574,0.670578569,1.472120921,1.284353094,1.83595285
32.5,0.360880493024648,0.880188972,0.604201349,2.706028395,0.429580847,0.24706659,1.431094505,1.272487869,-0.199587253,0.911502412,0.626838979,0.670578569,1.92546395,1.379518049,1.50381705
33,0.36292480830195,1.19368883,0.604201349,2.706028395,0.429580847,0.24706659,1.395065123,1.201558973,-0.199587253,0.687220825,0.9531574,0.670578569,1.623235264,1.236770617,1.614528984
33.5,0.371969123579253,0.880188972,0.604201349,2.336783271,0.429580847,0.24706659,0.998741925,1.059701181,-0.199587253,0.799361619,0.626838979,0.449515613,1.472120921,1.094023186,2.002020751
34,0.375013438856555,0.880188972,0.604201349,1.967538146,0.048925899,-0.275819653,0.890653781,1.130630077,-0.199587253,0.687220825,0.9531574,0.228452658,0.86766355,1.474683003,1.891308817
