85.5,0.105,-0.11,-0.112,0.318,0.475,0.93,-0.0668,1.49,-0.0206
86,0.107,0.125,0.231,0.0606,0.541,0.702,-0.373,0.509,0.295
86.5,0.106,0.439,-0.112,0.146,0.74,0.475,-0.0668,0.836,0.19
87,0.116,0.596,-0.227,-0.0252,0.408,0.475,0.0351,0.836,0.19
87.5,0.115,0.596,0.00229,-0.0252,0.342,0.247,-0.169,0.509,0.0846
88,0.122,0.831,0.00229,-0.197,-0.0564,0.475,-0.271,0.509,0.19
88.5,0.122,0.674,0.117,-0.111,0.00996,0.702,-0.474,0.509,-0.0206
89,0.117,0.517,0.00229,0.0606,-0.189,0.93,-0.474,1.16,0.19
89.5,0.119,0.439,0.117,0.0606,-0.654,0.702,-0.678,0.836,-0.0206
90,0.121,0.36,0.231,0.232,-0.521,0.475,-0.576,0.836,-0.0206
90.5,0.113,0.282,0.00229,0.232,-0.388,0.0194,-0.576,0.836,-0.126
91,0.114,0.203,-0.227,0.232,-0.0564,-0.208,-0.169,0.509,-0.0206
91.5,0.109,0.282,-0.571,0.232,-0.322,-0.436,-0.0668,0.509,0.19
92,0.101,0.282,-0.685,0.318,-0.189,0.0194,0.0351,0.182,-0.0206
92.5,0.106,0.36,-0.685,0.146,0.0764,0.0194,0.341,0.509,0.0846
93,0.113,0.282,-0.685,-0.111,0.00996,0.247,0.137,0.836,0.4
93.5,0.115,0.36,-0.685,-0.197,-0.256,0.702,0.137,0.836,0.927
94,0.122,0.203,-0.571,-0.283,-0.189,0.93,-0.0668,0.509,1.03
94.5,0.111,0.125,-0.227,-0.283,0.00996,0.93,-0.0668,1.16,0.821
95,0.108,0.203,-0.112,-0.0252,0.209,0.475,0.0351,0.836,0.611
95.5,0.107,0.203,-0.112,-0.111,0.143,0.702,-0.169,0.836,0.506
96,0.11,0.596,0.346,0.318,0.0764,0.475,-0.0668,0.509,0.19
96.5,0.0991,0.596,0.69,0.318,0.209,0.247,0.0351,0.836,-0.126
97,0.104,0.753,1.03,0.318,0.342,0.475,0.137,1.16,-0.336
97.5,0.112,0.596,0.919,0.489,0.541,0.93,0.341,0.509,-0.126
98,0.0981,0.439,0.575,0.404,0.608,0.93,0.341,0.509,-0.126
98.5,0.0921,0.282,0.805,0.661,0.608,0.93,0.239,0.509,0.0846
99,0.105,-0.032,0.346,0.575,0.608,1.39,0.137,0.509,-0.0206
99.5,0.107,0.125,0.00229,0.832,0.541,1.84,-0.169,0.182,-0.126
100,0.112,0.203,-0.227,1.09,0.143,1.61,-0.474,-0.144,0.0846
101,0.112,0.203,-0.342,1.09,0.0764,1.16,-0.576,0.182,0.295
101,0.113,0.203,-0.227,1.09,-0.322,1.39,-0.271,0.509,0.4
102,0.12,0.125,-0.456,1.18,-0.388,1.84,-0.271,0.182,0.19
102,0.134,0.0464,-0.571,1.18,-0.455,1.39,-0.169,0.836,0.4
103,0.123,-0.267,-0.456,0.918,-0.388,1.16,-0.169,0.836,0.506
103,0.133,-0.424,-0.456,0.832,-0.388,1.39,0.137,0.836,0.19
104,0.127,-0.346,-0.112,0.747,-0.588,1.39,0.137,0.509,-0.231
104,0.103,0.125,0.231,0.575,-0.455,0.93,-0.373,0.836,-0.336
105,0.0949,0.203,0.805,0.318,-0.588,0.702,-0.271,1.16,0.0846
105,0.124,0.282,1.15,0.232,-0.455,0.702,-0.169,0.509,-0.0206
106,0.133,0.36,1.15,0.404,-0.189,0.475,-0.169,0.509,-0.231
106,0.119,0.439,0.919,-0.0252,0.276,0.0194,-0.373,0.836,-0.126
107,0.126,0.674,0.575,-0.111,0.408,0.0194,-0.474,0.836,-0.126
107,0.133,0.203,0.575,-0.197,0.541,0.475,-0.373,0.509,-0.336
108,0.187,0.831,0.461,-0.0252,0.873,0.0194,-0.474,0.509,-0.863
108,0.136,1.07,0.231,0.146,0.873,0.247,-0.576,0.836,-1.07
109,0.123,1.22,0.346,-0.111,0.541,0.0194,-0.474,0.836,-0.757
109,0.187,1.14,0.575,0.0606,-0.0564,0.702,-0.373,0.509,-0.757
110,0.187,0.674,0.575,0.318,-0.189,0.702,0.0351,0.509,-0.652
110,0.101,0.753,0.461,0.747,-0.455,0.247,0.0351,0.182,-0.442
111,0.108,0.439,0.231,0.661,-0.853,0.93,0.0351,-0.144,-0.0206
111,0.115,0.439,0.461,0.489,-0.853,0.93,0.545,-0.144,-0.0206
112,0.11,0.282,0.346,0.404,-0.388,1.16,0.545,0.182,-0.336
112,0.122,0.203,0.117,0.489,-0.189,0.93,0.952,0.182,-0.336
113,0.116,0.36,0.117,0.404,-0.0564,1.16,0.545,0.182,0.0846
113,0.108,0.439,-0.227,0.232,0.209,1.16,0.545,0.182,0.0846
114,0.102,-0.032,-0.456,-0.0252,0.276,0.702,0.748,0.182,-0.126
114,0.102,-0.267,-0.685,-0.283,0.342,0.702,0.545,0.182,-0.0206
115,0.0977,-0.189,-0.685,0.146,0.342,0.702,0.545,0.182,-0.0206
115,0.117,0.0464,-0.571,-0.111,0.408,0.247,0.0351,0.182,-0.126
116,0.107,-0.11,-0.456,0.146,0.408,0.247,0.0351,0.182,-0.442
116,0.111,-0.267,-0.227,-0.197,0.209,0.702,-0.0668,0.182,-0.442
117,0.104,-0.267,-0.227,-0.0252,0.475,0.475,-0.169,0.509,-0.547
117,0.105,-0.267,-0.112,0.146,0.74,0.247,-0.373,0.182,-0.336
118,0.113,-0.346,-0.227,0.146,0.408,0.247,-0.474,0.182,-0.0206
118,0.112,-0.503,-0.227,0.318,0.143,0.475,-0.169,0.182,0.0846
119,0.118,-0.346,-0.456,-0.111,0.0764,0.475,-0.0668,0.509,-0.0206
119,0.119,-0.267,-0.342,0.232,0.0764,0.93,0.0351,0.836,0.19
120,0.115,-0.032,-0.112,0.661,-0.189,0.93,-0.0668,0.509,0.611
120,0.0946,-0.032,0.117,0.575,-0.256,1.16,0.137,0.509,0.716
121,0.106,-0.032,0.117,0.232,0.00996,1.16,0.239,0.182,0.611
121,0.104,-0.11,0.00229,0.0606,0.342,0.93,0.137,0.509,0.611
122,0.119,-0.189,0.231,0.0606,0.674,0.702,0.341,0.182,0.611
122,0.113,-0.267,0.00229,-0.0252,0.873,0.0194,0.137,-0.144,0.4
123,0.116,-0.346,-0.227,-0.368,1.07,0.702,0.239,-0.144,0.0846
123,0.117,-0.346,-0.456,-0.197,0.674,0.93,0.137,0.182,-0.126
124,0.121,-0.267,-0.227,0.146,0.276,1.16,0.137,0.182,-0.0206
124,0.125,0.125,-0.112,0.661,0.0764,1.16,-0.169,-0.144,0.0846
125,0.123,0.125,0.117,0.575,0.00996,1.16,-0.576,-0.144,0.19
125,0.132,0.125,0.231,0.489,-0.123,1.16,-0.271,-0.144,0.19
126,0.129,0.125,0.575,0.232,-0.0564,0.93,-0.271,-0.144,0.19
126,0.128,0.125,0.461,0.404,0.276,0.475,-0.0668,-0.471,0.0846
127,0.126,-0.032,0.346,0.318,0.408,0.247,-0.271,-0.471,-0.126
127,0.129,-0.267,0.231,-0.111,0.342,0.475,-0.169,-0.471,-0.231
128,0.119,-0.032,-0.112,-0.0252,0.276,0.93,0.0351,-0.471,-0.231
128,0.123,-0.032,-0.227,-0.111,0.209,0.93,-0.0668,-0.144,-0.336
129,0.125,-0.189,-0.685,0.232,0.342,0.702,-0.0668,0.182,-0.442
129,0.126,0.0464,-0.456,0.232,0.342,0.702,-0.474,0.182,-0.336
130,0.129,0.125,-0.456,0.146,0.209,0.475,-0.271,0.182,-0.231
130,0.132,0.282,-0.227,0.146,0.475,0.247,-0.169,0.182,-0.231
131,0.133,0.282,-0.112,-0.0252,0.475,0.0194,-0.271,0.182,-0.547
131,0.133,0.517,0.461,0.318,0.408,0.0194,-0.271,-0.144,-0.547
132,0.131,0.831,0.805,0.146,0.408,0.0194,-0.373,0.509,-0.547
132,0.123,0.596,0.805,-0.197,0.276,0.0194,-0.169,0.509,-0.757
133,0.128,1.07,1.03,-0.283,0.408,0.247,-0.0668,0.509,-0.757
133,0.122,0.91,1.03,-0.197,0.475,0.247,0.137,1.49,-0.863
134,0.127,0.91,1.26,0.0606,0.0764,0.247,0.239,1.49,-0.863
134,0.13,0.753,1.26,-0.368,0.143,0.475,0.341,1.49,-0.757
135,0.122,0.439,1.03,0.832,-0.189,0.247,0.341,0.509,-0.757
135,0.114,0.439,1.03,0.832,-0.256,0.475,0.443,0.509,-0.547
136,0.114,0.125,0.69,0.832,-0.189,0.247,0.545,0.509,-0.757
136,0.115,0.125,0.805,1.18,-0.123,0.702,0.443,-0.471,-0.442
137,0.123,0.282,0.805,1.09,0.143,0.702,0.748,-0.471,-0.336
137,0.127,0.282,0.231,1.52,0.475,0.475,0.85,-0.144,-0.442
138,0.138,0.36,0.117,0.575,0.674,0.475,0.85,-0.144,-0.547
138,0.142,0.439,0.00229,1,0.541,0.702,0.748,-0.144,-0.442
139,0.141,0.753,0.231,0.832,0.608,0.702,0.545,0.509,-0.547
139,0.147,0.91,0.346,0.747,0.342,0.247,0.443,0.836,-0.757
140,0.136,0.674,0.117,0.747,0.342,0.247,0.341,0.836,-0.757
140,0.139,1.3,0.346,0.489,0.276,0.0194,0.341,0.509,-0.547
141,0.129,1.54,0.461,0.404,0.0764,0.0194,0.239,1.49,-0.547
141,0.115,1.93,0.461,0.0606,0.342,0.247,0.443,1.49,-0.652
142,0.12,1.38,0.231,0.404,0.143,0.702,0.545,0.836,-0.336
142,0.119,1.46,-0.112,0.146,-0.0564,1.39,0.85,0.509,-0.547
143,0.111,1.54,-0.342,0.0606,-0.123,1.84,0.748,0.836,-0.231
143,0.114,1.07,-0.456,0.232,-0.388,2.07,0.545,1.16,-0.231
144,0.126,0.91,-0.342,0.318,-0.455,2.07,0.646,0.182,-0.0206
144,0.131,0.36,-0.571,0.146,-0.787,1.61,0.239,1.16,-0.0206
145,0.135,0.36,0.117,0.318,-0.787,1.16,0.137,1.49,-0.0206
145,0.13,0.517,0.231,0.318,-0.521,0.702,-0.271,1.49,0.4
146,0.137,0.674,0.346,0.575,-0.521,0.247,-0.271,1.49,0.19
146,0.127,0.91,0.575,0.318,-0.256,0.0194,-0.271,1.49,0.19
147,0.127,1.07,0.461,-0.0252,-0.189,0.247,-0.474,1.49,-0.0206
147,0.131,1.3,0.919,0.318,-0.189,0.0194,-0.576,0.509,-0.0206
148,0.132,1.38,0.346,-0.0252,-0.256,0.0194,-0.78,0.182,-0.126
148,0.132,1.54,0.231,0.146,-0.521,0.0194,-0.678,0.509,-0.231
149,0.131,1.54,0.575,0.0606,-0.388,-0.208,-1.09,0.836,-0.336
149,0.124,1.14,0.346,0.232,-0.521,0.247,-0.984,0.836,-0.336
150,0.127,0.91,0.346,0.489,-0.455,0.0194,-0.474,1.16,-0.336
150,0.12,0.91,0.117,0.232,-0.123,0.0194,-0.271,1.16,0.0846
151,0.123,0.988,0.117,0.232,-0.0564,0.475,0.0351,1.16,0.295
151,0.125,0.439,0.00229,-0.0252,0.276,0.702,0.443,0.836,0.0846
152,0.122,-0.032,-0.112,-0.283,0.408,0.93,0.748,0.182,0.19
152,0.127,-0.11,0.00229,-0.368,0.209,0.93,0.85,-0.144,-0.126
153,0.127,-0.11,0.00229,-0.283,0.408,1.39,0.85,-0.471,0.0846
153,0.137,-0.346,-0.112,0.0606,0.342,1.61,0.85,0.182,-0.336
154,0.145,-0.267,-0.112,0.232,0.541,1.61,1.16,1.16,-0.652
154,0.141,-0.267,0.00229,0.232,0.276,1.16,0.85,1.49,-0.126
155,0.143,-0.189,-0.342,0.489,0.143,1.16,0.646,1.49,-0.0206
155,0.14,-0.267,-0.685,0.318,0.209,0.93,0.85,1.49,-0.0206
156,0.141,-0.11,-0.456,0.0606,0.209,0.702,0.646,1.82,0.295
156,0.147,-0.032,-0.456,-0.0252,0.0764,0.702,0.545,1.49,0.611
157,0.136,-0.189,-0.112,0.0606,0.0764,0.475,0.341,0.836,0.611
157,0.187,-0.267,-0.112,0.404,0.408,0.702,0.646,0.836,0.295
158,0.188,-0.346,0.00229,0.661,0.541,0.93,0.952,1.16,0.295
158,0.187,-0.346,0.346,1.18,0.475,0.702,0.646,1.82,0.506
159,0.187,-0.581,0.231,1.09,0.0764,0.475,0.748,1.49,0.4
159,0.187,-0.66,0.231,1.26,0.209,0.475,0.85,1.49,0.19
160,0.186,-0.66,0.00229,1,0.143,0.702,0.443,1.16,0.295
160,0.187,-0.738,0.117,1.26,-0.388,0.475,0.137,0.836,-0.0206
161,0.0988,-0.581,0.00229,1,-0.521,0.0194,-0.271,0.509,-0.126
161,0.107,-0.346,-0.227,0.575,-0.189,0.247,-0.373,-0.144,0.0846
162,0.105,-0.346,-0.112,0.575,0.143,0.475,-0.78,-0.144,-0.126
162,0.0968,-0.267,-0.227,0.404,0.00996,0.247,-0.78,-0.144,-0.126
163,0.0978,-0.267,-0.342,0.489,0.0764,0.247,-0.576,-0.144,-0.231
163,0.102,-0.267,-0.571,-0.197,0.408,0.247,-0.78,0.182,0.4
164,0.0998,-0.189,-0.342,-0.283,0.342,0.475,-0.678,0.182,0.4
164,0.104,-0.346,-0.456,-0.283,0.408,0.475,-0.474,0.182,-0.0206
165,0.101,-0.267,-0.8,-0.0252,0.276,0.702,-0.0668,0.182,0.0846
165,0.0978,-0.267,-0.685,-0.368,0.541,0.93,-0.169,0.182,-0.126
