0,0.184,-0.949539852,-0.181195509,-1.25350424,-0.606980761,0.003254127,-0.323149595,-0.557596064,-0.486569235,-0.680089415,-0.877404074
0.5,0.158015915792303,-0.949539852,-0.341340364,-0.8060103,-0.185738917,-0.118979021,0.252125602,-0.012397743,-0.486569235,-0.760580502,-0.947303311
1,0.163031831584605,-0.949539852,-0.053079626,-0.537513936,-0.269987286,-0.19231891,0.183092579,-0.121437407,-0.106792469,-0.422517937,-0.821484684
1.5,0.148047747376908,-0.790622154,-0.181195509,-0.507681006,-0.326152865,-0.24121217,0.022015523,-0.194130517,-0.170088596,-0.358125068,-0.877404074
2,0.150063663169211,-0.631704457,-0.181195509,-0.060187066,-0.326152865,-0.24121217,0.137070563,-0.072975334,-0.170088596,-0.358125068,-0.597807123
2.5,0.151079578961513,-0.47278676,-0.341340364,0.08897758,0.235502928,-0.485678467,0.022015523,0.290490213,-0.170088596,-0.358125068,-0.597807123
3,0.163095494753816,-0.313869063,-0.181195509,0.08897758,0.235502928,-0.24121217,0.022015523,0.290490213,0.146392043,-0.197142895,-0.597807123
3.5,0.177111410546118,-0.313869063,-0.021050655,-0.13476939,0.235502928,-0.24121217,-0.323149595,0.411645395,0.146392043,-0.197142895,-0.458008648
4,0.168127326338421,0.003966332,-0.341340364,0.014395257,0.235502928,-0.24121217,-0.553259674,0.411645395,-0.170088596,-0.197142895,-0.318210173
4.5,0.178143242130724,0.162884029,0.1390942,0.014395257,0.797158721,-0.24121217,-0.438204634,0.290490213,-0.170088596,-0.358125068,0.101185252
5,0.177159157923026,0.321801726,0.299239054,-0.283934036,1.077986618,-0.24121217,-0.438204634,0.290490213,-0.170088596,-0.358125068,-0.038613223
5.5,0.185175073715329,0.321801726,0.1390942,-0.283934036,0.516330825,0.492186721,-0.438204634,-0.194130517,-0.170088596,-0.519107241,0.240983728
6,0.185190989507632,0.639637121,0.299239054,-0.433098683,0.516330825,0.247720424,-0.668314713,-0.072975334,-0.486569235,-0.680089415,0.101185252
6.5,0.178206905299934,0.957472515,0.299239054,-0.35851636,0.797158721,0.492186721,-0.553259674,-0.315285699,-0.486569235,-0.519107241,0.101185252
7,0.186222821092237,0.639637121,0.459383909,-0.507681006,1.358814514,0.492186721,-0.093039516,-0.315285699,-0.486569235,-0.680089415,-0.178411698
7.5,0.18123873688454,0.321801726,0.1390942,-0.507681006,1.077986618,0.492186721,-0.093039516,-0.072975334,-0.486569235,-0.519107241,-0.597807123
8,0.176254652676842,0.162884029,0.1390942,-0.507681006,0.797158721,0.492186721,0.022015523,0.048179848,-0.170088596,-0.358125068,-0.737605599
8.5,0.173270568469145,0.162884029,0.299239054,-0.58226333,0.797158721,-0.24121217,-0.093039516,0.532800577,-0.170088596,-0.358125068,-0.877404074
9,0.169286484261447,-0.313869063,0.1390942,-0.656845653,1.077986618,-0.24121217,-0.093039516,0.290490213,-0.170088596,-0.358125068,-0.737605599
9.5,0.16330240005375,-0.631704457,0.299239054,-0.731427976,0.516330825,-0.485678467,-0.323149595,0.048179848,-0.170088596,-0.519107241,-0.877404074
10,0.176318315846053,-0.631704457,0.299239054,-0.507681006,-0.045324968,-0.485678467,-0.553259674,-0.072975334,-0.170088596,-0.358125068,-0.318210173
10.5,0.169334231638355,-0.313869063,0.1390942,-0.433098683,-0.326152865,-0.485678467,-0.553259674,-0.315285699,-0.170088596,-0.358125068,-0.318210173
11,0.171350147430658,-0.47278676,-0.021050655,-0.209351713,-0.045324968,-0.24121217,-0.783369753,-0.557596064,-0.486569235,-0.519107241,-0.038613223
11.5,0.170366063222961,-0.47278676,-0.181195509,0.014395257,-0.045324968,-0.24121217,-0.668314713,-0.436440882,-0.170088596,-0.358125068,-0.178411698
12,0.166381979015263,-0.313869063,-0.341340364,0.238142227,-0.326152865,-0.24121217,-0.438204634,-0.315285699,-0.170088596,-0.197142895,-0.318210173
12.5,0.163397894807566,-0.313869063,-0.341340364,0.163559904,-0.326152865,0.247720424,-0.438204634,-0.315285699,0.146392043,-0.036160721,-0.178411698
13,0.163413810599868,-0.313869063,-0.501485218,-0.35851636,-0.045324968,0.247720424,-0.553259674,-0.315285699,0.146392043,-0.358125068,-0.737605599
13.5,0.166429726392171,-0.313869063,0.1390942,-0.35851636,0.235502928,0.247720424,-0.783369753,-0.315285699,0.146392043,-0.358125068,-0.458008648
14,0.163445642184474,0.003966332,0.299239054,-0.35851636,-0.045324968,0.247720424,-0.668314713,-0.194130517,0.146392043,-0.358125068,-0.597807123
14.5,0.165461557976776,0.003966332,0.459383909,-0.433098683,-0.045324968,0.492186721,-0.553259674,-0.678751246,0.146392043,-0.519107241,-0.597807123
15,0.172477473769079,0.798554818,0.939818472,-0.507681006,0.235502928,0.492186721,-0.783369753,-0.436440882,0.146392043,-0.519107241,-0.318210173
15.5,0.173493389561382,0.957472515,0.619528763,-0.507681006,0.235502928,0.003254127,-0.783369753,-0.557596064,-0.170088596,-0.680089415,-0.458008648
16,0.168509305353684,0.957472515,0.779673618,-0.283934036,-0.045324968,0.003254127,-0.668314713,-0.436440882,-0.170088596,-0.680089415,-0.318210173
