0,0.311,-0.427646740259787,-1.08516092691231,-0.441035231133677,-0.859740624960722,-0.729928350433594,-0.1574550350852,-0.828513682534943,-0.766350237023247,-0.48312360817244,-0.416816534132588,0.14678415555119,-0.355613741396258,-0.584738591220623,-0.907613014452216,-0.244503291989326,-0.16255844682828,-1.06509907659169,-0.874694544260017,-0.387328292907254,-0.904626859758757
0.5,0.306001869282548,-0.427646740259787,-0.604309735193107,-0.245800511729659,-0.723461333251847,-0.468866708647616,-0.00778294850231,-0.598881287153861,-0.715912548657889,-0.097550098058763,-0.219366731132783,-0.108049447836295,-0.355613741396258,-0.584738591220623,-0.510929004639184,-0.000974116701151,-0.324954497605782,-1.12111564736016,-1.036017772637,-0.486186968993843,-0.5339119094888
1,0.305003738565096,-0.427646740259787,-0.315799020161586,-0.36294134337207,-0.423646891492322,-0.207805066861639,0.082020303447423,-0.644807766230078,-0.322498579408098,0.133794008009444,-0.1008968493329,-0.260949609868786,-0.355613741396258,-0.584738591220623,-0.33242120022332,0.228639105713415,-0.422392128072283,-0.885846050132585,-0.61657737885684,-0.545502174645796,-0.60805489954279
1.5,0.304005607847644,-0.427646740259787,-0.123458543473906,-0.245800511729659,-0.496329180403722,-0.207805066861638,-0.057673644029941,-0.522337155360167,-0.261973353369668,0.030974405312463,-0.021916928132978,-0.19299398229879,-0.355613741396258,-0.584738591220623,-0.21341599727941,0.172975294218975,-0.162558446828279,-0.841032793517809,-0.659596906424036,-0.585045645080431,-0.822245759698765
2,0.304007477130192,-0.427646740259787,0.237179850315495,0.144668927078378,-0.314623458125223,-0.120784519599646,0.341451920191099,0.243104162576772,0.24240353028391,0.288023412054916,-0.021916928132978,0.656451362326162,-0.355613741396258,-0.277627986587942,-0.114244994826152,0.312134822955075,-0.000162396050777,-0.841032793517809,-0.336950449670065,-0.387328292907254,-0.575102459518794
2.5,0.303009346412741,-0.427646740259787,0.477605446175096,0.144668927078378,-0.314623458125223,0.140277122186332,0.341451920191099,0.396192426164159,0.444154283745342,0.288023412054916,0.372982677866631,0.656451362326162,0.088903435349065,0.183037920361078,-0.114244994826152,0.312134822955075,-0.000162396050777,-0.728999651980869,-0.336950449670065,-0.387328292907254,-0.163196959218842
3,0.298011215695289,-0.427646740259787,0.357392648245296,-0.05056579232564,-0.042064874707472,0.05325657492434,0.24167052913584,0.396192426164159,0.645905037206774,0.288023412054916,0.372982677866631,0.656451362326162,0.088903435349065,0.336593222677418,-0.411758002185926,0.520874116059226,-0.162558446828279,-0.392900227370049,-0.014303992916093,-0.585045645080431,-0.245578059278831
3.5,0.312013084977837,-0.228833750831713,0.357392648245296,-0.245800511729658,0.048787986431778,0.05325657492434,0.14188913808058,0.396192426164159,0.545029660476058,0.288023412054916,0.570432480866436,0.656451362326162,0.533420612094388,0.336593222677418,-0.411758002185926,0.590453880427277,0.162233654726725,-0.280867085833109,0.308342463837879,-0.387328292907254,-0.410340259398812
4,0.315014954260385,-0.228833750831713,0.237179850315496,-0.05056579232564,-0.042064874707472,-0.033763972337653,0.04210774702532,0.702368953338935,0.141528153553194,0.030974405312465,0.372982677866631,0.656451362326162,0.533420612094388,0.336593222677418,-0.312586999732668,0.242555058587025,0.324629705504228,-0.392900227370049,0.41589128275587,-0.387328292907254,-0.327959159338822
4.5,0.311016823542933,-0.228833750831713,-0.123458543473906,-0.05056579232564,0.048787986431778,0.140277122186332,0.24167052913584,0.549280689751547,0.24240353028391,0.288023412054916,0.175532874866827,0.826340431251152,0.533420612094388,0.336593222677418,-0.411758002185926,0.242555058587025,0.162233654726725,-0.392900227370049,0.846086558427833,-0.189610940734077,0.083946340961131
