0,0.275,-0.064965244,-0.174714698,-0.045574712,0.351179987,-0.200603626,0.016946125,-0.278492461,-0.189752684,-0.381005514,0.859946863,-0.292011925,0.967742246,-0.1860274,0.391653395,0.089434301,-0.38646642
0.5,0.276013360294,0.090083072,0.185893554,0.015846733,0.017517291,1.06370494,1.013776992,-0.368941458,0.023261106,-0.381005514,0.585378899,-0.292011925,1.017884331,-0.1860274,0.151669697,0.354817985,0.150789956
1,0.275026720588,-0.002945918,0.402258505,0.200111067,0.217714909,0.810843227,0.757449055,-0.097594468,0.253315998,-0.381005514,1.079601234,-0.292011925,0.686946568,-0.1860274,0.007679478,0.354817985,0.043338681
1.5,0.276040080882001,-0.064965244,0.546501806,0.691482624,0.017517291,0.642268751,0.586563763,0.445099514,0.321480411,-0.381005514,0.859946863,-0.048465699,0.466321393,-0.1860274,-0.088314001,0.222126143,0.329875415
2,0.272053441176001,-0.064965244,0.726805931,1.551382849,0.518011334,0.642268751,0.871372582,0.987793495,0.832713505,-0.381005514,0.859946863,-0.048465699,0.867458075,-0.1860274,-0.088314001,0.354817985,0.329875415
2.5,0.276066801470001,-0.064965244,0.907110057,1.674225738,0.351179987,0.642268751,1.013776992,1.078242492,0.74750799,-0.381005514,0.310810935,-0.048465699,0.967742246,-0.1860274,-0.328297698,0.222126143,0.329875415
3,0.279080161764001,-0.22001356,0.726805931,1.674225738,0.351179987,0.642268751,0.871372582,1.440038479,0.236274895,-0.381005514,0.859946863,-0.048465699,0.466321393,-0.1860274,-0.328297698,0.089434301,1.04621725
3.5,0.276093522058001,-0.375061876,0.907110057,2.042754406,0.684842682,-0.200603626,0.159350534,1.801834467,0.151069379,-0.381005514,0.859946863,-0.048465699,0.566605564,-0.1860274,-0.328297698,-0.04325754,0.688046333
4,0.271106882352002,-0.375061876,0.726805931,1.797068628,0.351179987,-0.200603626,0.301754944,1.620936473,0.151069379,-0.381005514,0.310810935,-0.048465699,1.068026416,-0.1860274,-0.088314001,0.222126143,1.04621725
4.5,0.277120242646002,-0.375061876,0.546501806,1.551382849,0.518011334,-0.200603626,0.728968173,0.987793495,-0.019341652,-0.381005514,0.310810935,-0.292011925,1.569447269,-0.1860274,-0.088314001,0.620201668,0.688046333
5,0.280133602940002,-0.375061876,0.546501806,1.30569707,0.351179987,-0.200603626,0.444159353,0.897344498,-0.189752684,-0.381005514,0.310810935,-0.292011925,1.469163099,-0.1860274,-0.088314001,0.885585352,0.688046333
5.5,0.275146963234002,-0.375061876,0.726805931,1.060011292,0.351179987,-0.200603626,0.016946125,0.806895501,-0.104547168,-0.381005514,0.310810935,-0.292011925,1.368878928,-0.1860274,0.151669697,1.018277194,1.04621725
6,0.275160323528002,-0.375061876,0.907110057,0.937168402,0.351179987,-0.200603626,-0.125458285,0.445099514,-0.019341652,-0.381005514,-0.238324993,-0.292011925,1.469163099,-0.1860274,0.391653395,1.018277194,0.329875415
6.5,0.275173683822003,-0.375061876,0.36619768,0.568639735,0.184348639,-0.200603626,-0.267862694,0.173752523,0.151069379,-0.381005514,0.310810935,-0.292011925,1.268594757,-0.1860274,0.391653395,1.150969035,0.688046333
