0,0.474,-1.20908764,-0.985952444,-0.701440579,-1.053992947,-0.843443726,-0.377477183,-0.599974139,-0.549710384,-0.872470928,-0.529412722,-0.716349372,-1.10564497,-0.3214651,-1.009370363,-0.468644743,-0.618327813,-1.576725468,-1.389086589
0.5,0.480061192341106,-1.287234463,-0.857806818,-0.888192597,-0.835412908,-0.915422197,-0.050562764,-0.490169209,-0.549710384,-0.872470928,-0.703256654,-0.776375295,-0.889586156,-0.3214651,-0.727603233,-0.535613125,0.163705677,-1.401589348,-1.678034167
1,0.479122384682212,-1.240346369,-0.934694194,-1.064273071,-0.704264885,-0.95860928,0.05840871,-0.556052167,-0.549710384,-0.530749826,-0.807563014,-0.812390849,-0.759950868,-0.3214651,-0.751754702,-0.415070036,0.007298979,-1.536694354,-1.435318201
1.5,0.466183577023317,-0.974647172,-0.473369941,-0.861513738,-0.762552895,-0.987400668,0.131056358,-0.490169209,-0.549710384,-0.416842791,-0.761204632,-0.716349372,-0.529488133,-0.3214651,-0.687350786,-0.468644743,-0.096972153,-1.176414337,-1.042349494
2,0.476244769364423,-0.89650035,-0.473369941,-0.434651982,-0.616832869,-0.843443726,0.566942251,-0.050949488,-0.549710384,0.437459965,-0.645308677,-0.596297525,-0.241409715,-0.3214651,-0.526340998,-0.468644743,-0.096972153,-0.876180988,-0.522243853
2.5,0.468305961705529,-0.974647172,-0.21707869,-0.434651982,-0.471112843,-0.843443726,0.712237548,0.058855443,-0.549710384,0.551366999,-0.761204632,-0.596297525,0.046668704,-0.3214651,-0.445836104,-0.602581508,-0.096972153,-0.625986531,-0.175506759
3,0.473367154046635,-1.052793995,-0.088933064,-0.594725141,-0.179672792,-0.987400668,0.276351656,0.168660373,-0.269817113,0.779181067,-0.992996542,-0.476245678,0.334747122,-0.3214651,-0.526340998,-0.602581508,0.163705677,-0.375792074,0.055651304
3.5,0.471428346387741,-0.818353527,-0.21707869,-0.488009702,-0.325392818,-0.987400668,0.276351656,0.498075164,-0.269817113,0.950041618,-0.992996542,-0.476245678,0.76686475,-0.3214651,-0.767855681,-0.602581508,-0.357649983,-0.2256754,0.286809366
4,0.467489538728846,-0.740206704,0.039212561,-0.114505666,-0.471112843,-0.699486783,0.348999304,0.607880094,-0.269817113,1.006995135,-0.992996542,-0.476245678,0.76686475,-0.3214651,-0.767855681,-0.736518274,-0.357649983,0.174635731,0.113440819
4.5,0.467550731069952,-0.89650035,-0.473369941,-0.381294263,-0.471112843,-0.411572898,0.494294602,0.607880094,-0.269817113,1.006995135,-1.108892496,-0.476245678,0.76686475,-0.3214651,-0.767855681,-0.602581508,-0.357649983,-0.2256754,-0.175506759
5,0.464611923411058,-0.818353527,-0.345224316,-0.274578824,-0.616832869,-0.411572898,0.348999304,0.388270234,-0.269817113,0.551366999,-1.224788451,-0.476245678,0.622825541,-0.3214651,-0.928865469,-0.602581508,-0.096972153,0.074557948,-0.464454338
5.5,0.466673115752164,-0.740206704,-0.601515567,-0.007790227,-0.762552895,-0.411572898,0.494294602,0.168660373,-0.269817113,0.779181067,-1.224788451,-0.596297525,0.622825541,-0.3214651,-1.170380151,-0.334707977,-0.096972153,-0.175636509,-0.811191432
6,0.46573430809327,-0.818353527,-0.857806818,-0.221221105,-1.053992947,-0.411572898,0.639589899,0.058855443,-0.549710384,0.437459965,-1.224788451,-0.596297525,0.334747122,-0.3214651,-1.250885046,-0.334707977,-0.357649983,-0.275714292,-0.984559979
6.5,0.461795500434375,-0.89650035,-0.857806818,-0.327936544,-1.053992947,-0.267615956,0.639589899,-0.380364279,-0.549710384,0.380506448,-1.108892496,-0.596297525,-0.097370505,-0.3214651,-1.009370363,-0.334707977,-0.096972153,-0.2256754,-1.042349494
7,0.465856692775481,-0.818353527,-0.985952444,-0.274578824,-1.053992947,-0.555529841,0.348999304,-0.160754418,-0.549710384,-0.075121689,-0.877100587,-0.596297525,-0.241409715,0.19287906,-1.089875257,-0.334707977,-0.096972153,-0.325753183,-0.984559979
7.5,0.467917885116587,-0.89650035,-0.601515567,-0.007790227,-1.053992947,-0.699486783,0.05840871,0.058855443,-0.549710384,-0.075121689,-0.761204632,-0.716349372,-0.241409715,0.19287906,-1.250885046,-0.468644743,-0.096972153,-0.125597617,-0.984559979
8,0.467979077457693,-0.818353527,-0.601515567,-0.167863385,-1.053992947,-0.843443726,0.05840871,-0.160754418,-0.549710384,0.209645896,-0.645308677,-0.836401219,-0.097370505,0.70722322,-1.009370363,-0.468644743,-0.357649983,-0.375792074,-0.926770463
8.5,0.472040269798798,-0.662059882,-0.601515567,-0.434651982,-0.908272921,-0.699486783,0.276351656,-0.160754418,-0.549710384,-0.132075206,-0.529412722,-0.596297525,-0.097370505,0.70722322,-0.928865469,-0.602581508,-0.357649983,-0.175636509,-0.926770463
9,0.475101462139904,-0.505766236,-0.473369941,-0.274578824,-0.908272921,-0.555529841,0.421646953,0.058855443,-0.269817113,-0.018168172,-0.413516767,-0.716349372,0.190707913,0.70722322,-0.848360575,-0.602581508,-0.357649983,-0.125597617,-0.753401916
9.5,0.47016265448101,-0.662059882,-0.345224316,-0.167863385,-0.325392818,-0.555529841,0.05840871,0.278465303,-0.269817113,0.209645896,-0.529412722,-0.236141983,0.478786332,0.70722322,-0.848360575,-0.602581508,-0.618327813,0.174635731,-0.637822885
10,0.461223846822116,-0.818353527,-0.473369941,-0.541367421,-0.179672792,-0.555529841,0.276351656,0.058855443,-0.269817113,0.494413482,-0.645308677,-0.236141983,0.622825541,0.19287906,-0.848360575,-0.602581508,-0.618327813,0.324752405,-0.637822885
10.5,0.463285039163222,-0.974647172,-0.857806818,-0.808156018,-0.033952766,-0.555529841,0.203704007,-0.270559348,-0.269817113,0.380506448,-0.645308677,-0.116090136,0.76686475,0.70722322,-0.928865469,-0.602581508,-0.618327813,0.524907971,-0.464454338
11,0.463346231504328,-0.89650035,-0.857806818,-0.968229176,0.11176726,-0.267615956,0.276351656,-0.050949488,-0.269817113,0.380506448,-0.529412722,0.003961711,0.910903959,0.19287906,-1.009370363,-0.602581508,-0.618327813,0.675024645,-0.6956124
11.5,0.453407423845433,-1.130940818,-0.601515567,-0.968229176,0.11176726,-0.267615956,-0.086886588,0.168660373,-0.269817113,0.551366999,-0.645308677,0.124013558,0.76686475,0.19287906,-0.848360575,-0.736518274,-0.618327813,0.524907971,-0.522243853
12,0.448468616186539,-1.052793995,-0.473369941,-1.021586896,0.11176726,-0.267615956,-0.377477183,-0.270559348,-0.549710384,0.72222755,-0.413516767,0.244065405,0.478786332,0.19287906,-0.928865469,-0.736518274,-0.357649983,0.174635731,-0.464454338
12.5,0.443529808527645,-0.89650035,-0.473369941,-1.021586896,-0.471112843,0.020297929,-0.014238939,-0.380364279,-0.549710384,0.32355293,-0.181724857,-0.236141983,0.334747122,0.19287906,-1.009370363,-0.602581508,-0.357649983,-0.275714292,-0.637822885
13,0.446591000868751,-0.974647172,-0.473369941,-0.808156018,-0.179672792,0.308211814,-0.304829534,-0.490169209,-0.549710384,0.494413482,-0.181724857,-0.236141983,0.334747122,0.19287906,-1.009370363,-0.602581508,-0.357649983,-0.57594764,-0.580033369
13.5,0.450652193209856,-0.662059882,-0.345224316,-0.701440579,-0.179672792,0.308211814,-0.232181885,-0.380364279,-0.549710384,0.494413482,-0.065828902,0.124013558,0.190707913,-0.3214651,-0.606845892,-0.602581508,-0.357649983,-0.425830966,-0.753401916
14,0.453713385550962,-0.818353527,-0.345224316,-0.594725141,-0.325392818,0.308211814,-0.159534237,-0.380364279,-0.269817113,0.551366999,0.165963007,0.003961711,0.334747122,-0.3214651,-0.606845892,-0.602581508,-0.357649983,-0.726064314,-0.464454338
14.5,0.454774577892068,-0.662059882,-0.345224316,-0.64808286,-0.471112843,0.596125699,0.05840871,-0.160754418,-0.269817113,0.437459965,0.165963007,-0.116090136,0.622825541,0.19287906,-0.526340998,-0.602581508,-0.096972153,-0.275714292,-0.6956124
